y2_state,y2_state_name,y2_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI
US+FO,Total Migration-US and Foreign,96,00,,,3071091,5835740,139683861
US,Total Migration-US,97,00,,,2954985,5617081,135351214
FO,Total Migration-Foreign,98,00,,,116106,218659,4332647
US+FO,Total Migration-US and Foreign,96,01,AL,Alabama,45291,92405,1681600
US,Total Migration-US,97,01,AL,Alabama,43763,89231,1629151
FO,Total Migration-Foreign,98,01,AL,Alabama,1528,3174,52449
AL,AL Non-migrants,01,01,AL,Alabama,1497168,3378396,61416356
GA,Georgia,13,01,AL,Alabama,8386,16321,298148
FL,Florida,12,01,AL,Alabama,6141,12033,236843
TN,Tennessee,47,01,AL,Alabama,3841,7655,140851
TX,Texas,48,01,AL,Alabama,3036,6596,125013
MS,Mississippi,28,01,AL,Alabama,2517,5268,81965
NC,North Carolina,37,01,AL,Alabama,1790,3689,70902
FR,Foreign,57,01,AL,Alabama,1528,3174,52449
VA,Virginia,51,01,AL,Alabama,1463,3267,66078
CA,California,06,01,AL,Alabama,1441,2596,51172
LA,Louisiana,22,01,AL,Alabama,1372,2812,48059
MO,Missouri,29,01,AL,Alabama,1051,2742,39371
SC,South Carolina,45,01,AL,Alabama,990,2124,39067
OH,Ohio,39,01,AL,Alabama,989,2083,32099
KY,Kentucky,21,01,AL,Alabama,805,1714,28500
IL,Illinois,17,01,AL,Alabama,803,1634,29510
MI,Michigan,26,01,AL,Alabama,756,1559,24249
NY,New York,36,01,AL,Alabama,729,1251,23117
IN,Indiana,18,01,AL,Alabama,676,1380,22555
CO,Colorado,08,01,AL,Alabama,651,1286,24102
AR,Arkansas,05,01,AL,Alabama,506,1161,20742
WA,Washington,53,01,AL,Alabama,491,969,15407
PA,Pennsylvania,42,01,AL,Alabama,489,993,20612
MD,Maryland,24,01,AL,Alabama,485,947,18197
AZ,Arizona,04,01,AL,Alabama,428,853,16786
OK,Oklahoma,40,01,AL,Alabama,390,854,12508
KS,Kansas,20,01,AL,Alabama,284,697,11394
NJ,New Jersey,34,01,AL,Alabama,259,506,11152
MA,Massachusetts,25,01,AL,Alabama,258,508,11150
WI,Wisconsin,55,01,AL,Alabama,256,539,11379
HI,Hawaii,15,01,AL,Alabama,215,489,7481
OR,Oregon,41,01,AL,Alabama,188,335,10970
MN,Minnesota,27,01,AL,Alabama,180,361,7389
NV,Nevada,32,01,AL,Alabama,180,319,5804
CT,Connecticut,09,01,AL,Alabama,179,329,8954
NM,New Mexico,35,01,AL,Alabama,174,390,6473
AK,Alaska,02,01,AL,Alabama,161,378,4961
WV,West Virginia,54,01,AL,Alabama,151,360,4760
IA,Iowa,19,01,AL,Alabama,148,352,5193
NE,Nebraska,31,01,AL,Alabama,126,304,5473
UT,Utah,49,01,AL,Alabama,126,292,5494
DC,District of Columbia,11,01,AL,Alabama,97,135,3473
ME,Maine,23,01,AL,Alabama,75,156,3241
MT,Montana,30,01,AL,Alabama,71,133,2168
WY,Wyoming,56,01,AL,Alabama,68,125,1928
DE,Delaware,10,01,AL,Alabama,67,133,2430
ID,Idaho,16,01,AL,Alabama,67,186,3076
NH,New Hampshire,33,01,AL,Alabama,52,113,3022
ND,North Dakota,38,01,AL,Alabama,49,116,1658
SD,South Dakota,46,01,AL,Alabama,42,75,1395
RI,Rhode Island,44,01,AL,Alabama,38,65,1641
VT,Vermont,50,01,AL,Alabama,26,48,1239
US+FO,Total Migration-US and Foreign,96,02,AK,Alaska,15056,30901,568668
US,Total Migration-US,97,02,AK,Alaska,14665,30059,553798
FO,Total Migration-Foreign,98,02,AK,Alaska,391,842,14870
AK,AK Non-migrants,02,02,AK,Alaska,204026,456384,10656520
WA,Washington,53,02,AK,Alaska,2109,3852,83905
CA,California,06,02,AK,Alaska,1482,2770,49550
OR,Oregon,41,02,AK,Alaska,926,1685,33620
TX,Texas,48,02,AK,Alaska,846,1931,38082
AZ,Arizona,04,02,AK,Alaska,755,1502,34665
FL,Florida,12,02,AK,Alaska,601,1241,21222
CO,Colorado,08,02,AK,Alaska,576,1155,22732
NC,North Carolina,37,02,AK,Alaska,418,1048,14473
FR,Foreign,57,02,AK,Alaska,391,842,14870
NV,Nevada,32,02,AK,Alaska,385,755,16283
ID,Idaho,16,02,AK,Alaska,368,815,14838
VA,Virginia,51,02,AK,Alaska,355,797,14109
GA,Georgia,13,02,AK,Alaska,348,819,11718
MT,Montana,30,02,AK,Alaska,299,576,11499
MN,Minnesota,27,02,AK,Alaska,290,534,12276
NY,New York,36,02,AK,Alaska,286,560,8211
OK,Oklahoma,40,02,AK,Alaska,244,617,9552
UT,Utah,49,02,AK,Alaska,226,499,8646
MI,Michigan,26,02,AK,Alaska,224,444,8100
OH,Ohio,39,02,AK,Alaska,224,451,7650
NM,New Mexico,35,02,AK,Alaska,222,476,9150
TN,Tennessee,47,02,AK,Alaska,210,501,7158
HI,Hawaii,15,02,AK,Alaska,199,405,6961
IL,Illinois,17,02,AK,Alaska,199,419,8072
MO,Missouri,29,02,AK,Alaska,186,435,6776
PA,Pennsylvania,42,02,AK,Alaska,183,345,5504
WI,Wisconsin,55,02,AK,Alaska,183,376,6548
MD,Maryland,24,02,AK,Alaska,178,396,6807
AL,Alabama,01,02,AK,Alaska,165,433,6319
LA,Louisiana,22,02,AK,Alaska,163,392,6581
KS,Kansas,20,02,AK,Alaska,148,335,5767
MA,Massachusetts,25,02,AK,Alaska,134,227,4205
KY,Kentucky,21,02,AK,Alaska,132,304,4203
SC,South Carolina,45,02,AK,Alaska,122,272,4047
AR,Arkansas,05,02,AK,Alaska,118,262,3691
WY,Wyoming,56,02,AK,Alaska,117,212,5116
IN,Indiana,18,02,AK,Alaska,116,252,3835
ND,North Dakota,38,02,AK,Alaska,107,265,3901
SD,South Dakota,46,02,AK,Alaska,103,234,3887
ME,Maine,23,02,AK,Alaska,100,196,3094
MS,Mississippi,28,02,AK,Alaska,99,208,3159
NE,Nebraska,31,02,AK,Alaska,90,199,3629
