y2_state,y2_state_name,y2_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI
US+FO,Total Migration-US and Foreign,96,00,,,2952910,5756529,108134494
US,Total Migration-US,97,00,,,2839414,5535903,104811281
FO,Total Migration-Foreign,98,00,,,113496,220626,3323214
US+FO,Total Migration-US and Foreign,96,01,AL,Alabama,42206,87804,1343743
US,Total Migration-US,97,01,AL,Alabama,40475,84157,1299287
FO,Total Migration-Foreign,98,01,AL,Alabama,1731,3647,44457
AL,AL Non-migrants,01,01,AL,Alabama,1447841,3315932,51607827
GA,Georgia,13,01,AL,Alabama,7302,14795,217712
FL,Florida,12,01,AL,Alabama,5787,11727,190489
TN,Tennessee,47,01,AL,Alabama,3626,7327,120481
TX,Texas,48,01,AL,Alabama,2903,6355,92850
MS,Mississippi,28,01,AL,Alabama,2565,5382,72333
NC,North Carolina,37,01,AL,Alabama,1802,3663,58602
FR,Foreign,57,01,AL,Alabama,1731,3647,44457
CA,California,06,01,AL,Alabama,1403,2664,41163
LA,Louisiana,22,01,AL,Alabama,1307,2822,45589
VA,Virginia,51,01,AL,Alabama,1270,2822,49284
OH,Ohio,39,01,AL,Alabama,949,2054,37366
SC,South Carolina,45,01,AL,Alabama,890,1921,31967
IL,Illinois,17,01,AL,Alabama,836,1744,28264
KY,Kentucky,21,01,AL,Alabama,782,1709,24700
MI,Michigan,26,01,AL,Alabama,699,1421,18262
NY,New York,36,01,AL,Alabama,674,1266,14841
IN,Indiana,18,01,AL,Alabama,592,1269,16629
CO,Colorado,08,01,AL,Alabama,583,1259,21327
MO,Missouri,29,01,AL,Alabama,483,1063,15439
WA,Washington,53,01,AL,Alabama,474,1033,17028
AZ,Arizona,04,01,AL,Alabama,458,952,14808
PA,Pennsylvania,42,01,AL,Alabama,433,910,16442
AR,Arkansas,05,01,AL,Alabama,430,934,13610
OK,Oklahoma,40,01,AL,Alabama,401,888,10863
MD,Maryland,24,01,AL,Alabama,390,746,13016
KS,Kansas,20,01,AL,Alabama,333,796,11760
NJ,New Jersey,34,01,AL,Alabama,266,543,8948
HI,Hawaii,15,01,AL,Alabama,244,564,6946
MA,Massachusetts,25,01,AL,Alabama,225,438,8130
WI,Wisconsin,55,01,AL,Alabama,214,450,6907
NM,New Mexico,35,01,AL,Alabama,195,390,6006
NV,Nevada,32,01,AL,Alabama,176,346,4985
OR,Oregon,41,01,AL,Alabama,169,311,5268
CT,Connecticut,09,01,AL,Alabama,161,333,6057
IA,Iowa,19,01,AL,Alabama,156,370,5385
MN,Minnesota,27,01,AL,Alabama,156,327,5458
WV,West Virginia,54,01,AL,Alabama,156,365,5483
AK,Alaska,02,01,AL,Alabama,155,394,5081
NE,Nebraska,31,01,AL,Alabama,129,307,4316
UT,Utah,49,01,AL,Alabama,122,283,4609
DC,District of Columbia,11,01,AL,Alabama,77,108,1886
MT,Montana,30,01,AL,Alabama,64,129,2371
NH,New Hampshire,33,01,AL,Alabama,62,132,3032
ME,Maine,23,01,AL,Alabama,61,153,2303
ID,Idaho,16,01,AL,Alabama,59,134,1587
DE,Delaware,10,01,AL,Alabama,56,128,2194
ND,North Dakota,38,01,AL,Alabama,54,135,1639
WY,Wyoming,56,01,AL,Alabama,50,92,2817
RI,Rhode Island,44,01,AL,Alabama,43,99,1583
SD,South Dakota,46,01,AL,Alabama,29,60,716
VT,Vermont,50,01,AL,Alabama,24,44,756
US+FO,Total Migration-US and Foreign,96,02,AK,Alaska,15190,31979,505127
US,Total Migration-US,97,02,AK,Alaska,14764,31069,491836
FO,Total Migration-Foreign,98,02,AK,Alaska,426,910,13292
AK,AK Non-migrants,02,02,AK,Alaska,193237,438866,9075750
WA,Washington,53,02,AK,Alaska,2316,4582,84410
CA,California,06,02,AK,Alaska,1423,2554,40404
OR,Oregon,41,02,AK,Alaska,1043,2013,34312
TX,Texas,48,02,AK,Alaska,906,2168,41760
FL,Florida,12,02,AK,Alaska,616,1293,20099
AZ,Arizona,04,02,AK,Alaska,592,1162,19967
CO,Colorado,08,02,AK,Alaska,572,1114,18574
FR,Foreign,57,02,AK,Alaska,426,910,13292
ID,Idaho,16,02,AK,Alaska,412,882,13720
GA,Georgia,13,02,AK,Alaska,378,960,11089
VA,Virginia,51,02,AK,Alaska,369,878,13065
NC,North Carolina,37,02,AK,Alaska,362,865,10560
NV,Nevada,32,02,AK,Alaska,355,667,14962
NY,New York,36,02,AK,Alaska,286,644,7501
MI,Michigan,26,02,AK,Alaska,284,571,8267
MT,Montana,30,02,AK,Alaska,268,530,8363
NM,New Mexico,35,02,AK,Alaska,250,569,7884
MN,Minnesota,27,02,AK,Alaska,245,463,7340
TN,Tennessee,47,02,AK,Alaska,244,597,8508
OK,Oklahoma,40,02,AK,Alaska,243,612,8284
