y2_state,y2_state_name,y2_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI
US+FO,Total Migration-US and Foreign,96,00,,,3023324,5797072,128664139
US,Total Migration-US,97,00,,,2907830,5579018,124701118
FO,Total Migration-Foreign,98,00,,,115494,218054,3963021
US+FO,Total Migration-US and Foreign,96,01,AL,Alabama,44306,91064,1594748
US,Total Migration-US,97,01,AL,Alabama,42690,87801,1545326
FO,Total Migration-Foreign,98,01,AL,Alabama,1616,3263,49422
AL,AL Non-migrants,01,01,AL,Alabama,1478696,3342311,56633730
GA,Georgia,13,01,AL,Alabama,8161,16139,276476
FL,Florida,12,01,AL,Alabama,5976,11852,234622
TN,Tennessee,47,01,AL,Alabama,3740,7624,137369
TX,Texas,48,01,AL,Alabama,3061,6652,112004
MS,Mississippi,28,01,AL,Alabama,2619,5410,79965
NC,North Carolina,37,01,AL,Alabama,1778,3655,67365
FR,Foreign,57,01,AL,Alabama,1616,3263,49422
LA,Louisiana,22,01,AL,Alabama,1397,2892,48092
VA,Virginia,51,01,AL,Alabama,1376,3124,62930
CA,California,06,01,AL,Alabama,1340,2513,44689
OH,Ohio,39,01,AL,Alabama,979,2116,34882
SC,South Carolina,45,01,AL,Alabama,956,2006,36761
IL,Illinois,17,01,AL,Alabama,841,1758,32799
KY,Kentucky,21,01,AL,Alabama,837,1867,32120
MI,Michigan,26,01,AL,Alabama,771,1593,26452
NY,New York,36,01,AL,Alabama,747,1401,23173
IN,Indiana,18,01,AL,Alabama,646,1377,22434
CO,Colorado,08,01,AL,Alabama,624,1250,23313
MO,Missouri,29,01,AL,Alabama,602,1393,23583
PA,Pennsylvania,42,01,AL,Alabama,476,1017,20742
MD,Maryland,24,01,AL,Alabama,463,948,16561
AR,Arkansas,05,01,AL,Alabama,456,1022,16003
WA,Washington,53,01,AL,Alabama,452,948,14589
AZ,Arizona,04,01,AL,Alabama,415,870,15168
OK,Oklahoma,40,01,AL,Alabama,375,815,11921
KS,Kansas,20,01,AL,Alabama,339,780,12804
NJ,New Jersey,34,01,AL,Alabama,282,543,12876
WI,Wisconsin,55,01,AL,Alabama,263,556,9578
MA,Massachusetts,25,01,AL,Alabama,254,464,10220
HI,Hawaii,15,01,AL,Alabama,211,451,6646
MN,Minnesota,27,01,AL,Alabama,206,408,7631
NV,Nevada,32,01,AL,Alabama,193,380,6769
WV,West Virginia,54,01,AL,Alabama,177,365,5608
IA,Iowa,19,01,AL,Alabama,167,389,6221
CT,Connecticut,09,01,AL,Alabama,164,293,6765
NM,New Mexico,35,01,AL,Alabama,152,333,5782
OR,Oregon,41,01,AL,Alabama,152,309,5553
AK,Alaska,02,01,AL,Alabama,141,341,4248
UT,Utah,49,01,AL,Alabama,127,307,4789
NE,Nebraska,31,01,AL,Alabama,122,297,4491
DC,District of Columbia,11,01,AL,Alabama,104,164,3635
MT,Montana,30,01,AL,Alabama,77,162,2382
ID,Idaho,16,01,AL,Alabama,75,178,2246
ME,Maine,23,01,AL,Alabama,70,163,2395
WY,Wyoming,56,01,AL,Alabama,67,154,2166
DE,Delaware,10,01,AL,Alabama,55,104,2199
NH,New Hampshire,33,01,AL,Alabama,53,110,2216
SD,South Dakota,46,01,AL,Alabama,43,95,1169
ND,North Dakota,38,01,AL,Alabama,42,94,1127
RI,Rhode Island,44,01,AL,Alabama,40,71,1183
VT,Vermont,50,01,AL,Alabama,26,48,614
US+FO,Total Migration-US and Foreign,96,02,AK,Alaska,15068,31402,547194
US,Total Migration-US,97,02,AK,Alaska,14643,30483,531046
FO,Total Migration-Foreign,98,02,AK,Alaska,425,919,16147
AK,AK Non-migrants,02,02,AK,Alaska,200079,447947,10160128
WA,Washington,53,02,AK,Alaska,2154,4008,84671
CA,California,06,02,AK,Alaska,1465,2620,46717
OR,Oregon,41,02,AK,Alaska,1012,1880,33422
TX,Texas,48,02,AK,Alaska,901,2112,39649
AZ,Arizona,04,02,AK,Alaska,675,1182,23855
FL,Florida,12,02,AK,Alaska,580,1216,19929
CO,Colorado,08,02,AK,Alaska,555,1119,20832
FR,Foreign,57,02,AK,Alaska,425,919,16147
NC,North Carolina,37,02,AK,Alaska,396,1013,13596
VA,Virginia,51,02,AK,Alaska,387,935,15047
NV,Nevada,32,02,AK,Alaska,377,715,17191
GA,Georgia,13,02,AK,Alaska,364,894,13517
ID,Idaho,16,02,AK,Alaska,326,719,11505
MT,Montana,30,02,AK,Alaska,320,620,14464
NY,New York,36,02,AK,Alaska,292,595,8955
OK,Oklahoma,40,02,AK,Alaska,268,667,10188
MN,Minnesota,27,02,AK,Alaska,251,486,8223
NM,New Mexico,35,02,AK,Alaska,249,513,9123
MI,Michigan,26,02,AK,Alaska,242,498,8431
UT,Utah,49,02,AK,Alaska,237,551,7998
OH,Ohio,39,02,AK,Alaska,216,475,6971
HI,Hawaii,15,02,AK,Alaska,208,427,7034
MO,Missouri,29,02,AK,Alaska,208,446,7192
TN,Tennessee,47,02,AK,Alaska,200,468,7395
AL,Alabama,01,02,AK,Alaska,193,531,6957
KS,Kansas,20,02,AK,Alaska,192,493,6468
IL,Illinois,17,02,AK,Alaska,189,388,6052
PA,Pennsylvania,42,02,AK,Alaska,166,316,5024
MD,Maryland,24,02,AK,Alaska,165,408,5371
WI,Wisconsin,55,02,AK,Alaska,164,314,5964
LA,Louisiana,22,02,AK,Alaska,148,339,5421
SC,South Carolina,45,02,AK,Alaska,140,344,4462
AR,Arkansas,05,02,AK,Alaska,131,314,4541
KY,Kentucky,21,02,AK,Alaska,129,313,3898
IN,Indiana,18,02,AK,Alaska,112,240,3628
IA,Iowa,19,02,AK,Alaska,101,210,3387
MA,Massachusetts,25,02,AK,Alaska,101,188,3427
NE,Nebraska,31,02,AK,Alaska,98,265,5104
NJ,New Jersey,34,02,AK,Alaska,95,185,2742
SD,South Dakota,46,02,AK,Alaska,90,229,3274
MS,Mississippi,28,02,AK,Alaska,87,226,3152
ND,North Dakota,38,02,AK,Alaska,86,202,2628
WY,Wyoming,56,02,AK,Alaska,78,164,2699
ME,Maine,23,02,AK,Alaska,65,140,2518
NH,New Hampshire,33,02,AK,Alaska,41,94,1640
VT,Vermont,50,02,AK,Alaska,40,77,1373
CT,Connecticut,09,02,AK,Alaska,38,85,1461
WV,West Virginia,54,02,AK,Alaska,35,85,1338
DE,Delaware,10,02,AK,Alaska,30,77,924
RI,Rhode Island,44,02,AK,Alaska,26,60,932
DC,District of Columbia,11,02,AK,Alaska,20,37,755
US+FO,Total Migration-US and Foreign,96,04,AZ,Arizona,70630,136242,2637538
US,Total Migration-US,97,04,AZ,Arizona,68511,132224,2580192
FO,Total Migration-Foreign,98,04,AZ,Arizona,2119,4018,57346
AZ,AZ Non-migrants,04,04,AZ,Arizona,1531707,3414826,68831890
CA,California,06,04,AZ,Arizona,14430,26498,517240
TX,Texas,48,04,AZ,Arizona,5308,10959,258148
CO,Colorado,08,04,AZ,Arizona,4011,7483,149385
NM,New Mexico,35,04,AZ,Arizona,3499,8389,89091
NV,Nevada,32,04,AZ,Arizona,3361,6462,118264
WA,Washington,53,04,AZ,Arizona,2857,5288,142114
FL,Florida,12,04,AZ,Arizona,2331,4387,88836
IL,Illinois,17,04,AZ,Arizona,2331,4185,96004
FR,Foreign,57,04,AZ,Arizona,2119,4018,57346
OR,Oregon,41,04,AZ,Arizona,2046,3821,62052
UT,Utah,49,04,AZ,Arizona,1731,3958,55119
NY,New York,36,04,AZ,Arizona,1612,2558,54064
MI,Michigan,26,04,AZ,Arizona,1506,2774,48569
OH,Ohio,39,04,AZ,Arizona,1469,2761,59197
MN,Minnesota,27,04,AZ,Arizona,1314,2345,50760
VA,Virginia,51,04,AZ,Arizona,1217,2519,54068
MO,Missouri,29,04,AZ,Arizona,1187,2358,42856
GA,Georgia,13,04,AZ,Arizona,1148,2435,50784
PA,Pennsylvania,42,04,AZ,Arizona,1130,2036,43203
NC,North Carolina,37,04,AZ,Arizona,1064,2157,49944
WI,Wisconsin,55,04,AZ,Arizona,1062,1943,36385
OK,Oklahoma,40,04,AZ,Arizona,975,2066,27784
IN,Indiana,18,04,AZ,Arizona,966,1880,39651
KS,Kansas,20,04,AZ,Arizona,804,1665,30433
IA,Iowa,19,04,AZ,Arizona,790,1525,24910
MA,Massachusetts,25,04,AZ,Arizona,790,1223,36455
TN,Tennessee,47,04,AZ,Arizona,789,1536,31436
ID,Idaho,16,04,AZ,Arizona,776,1647,28387
NJ,New Jersey,34,04,AZ,Arizona,718,1202,29818
MD,Maryland,24,04,AZ,Arizona,627,1239,24417
MT,Montana,30,04,AZ,Arizona,557,1075,20272
NE,Nebraska,31,04,AZ,Arizona,535,1027,17289
AR,Arkansas,05,04,AZ,Arizona,478,1027,13699
SC,South Carolina,45,04,AZ,Arizona,472,960,16803
HI,Hawaii,15,04,AZ,Arizona,453,864,16618
