"State_Code_Origin","County_Code_Origin","State_Code_Dest","County_Code_Dest","State_Abbrv","State_Name","Return_Num","Exmpt_Num","Aggr_AGI"
"00","000","96","000","US","US Total Mig - US & For","2881468","5688432","99289505"
"00","000","97","000","US","US Total Mig - US","2771108","5467521","96171859"
"00","000","98","000","US","US Total Mig - Foreign","110360","220911","3117646"
"01","000","TO:","000","AL","AL Total Mig - US & For","42323","89085","1261496"
"01","000","97","000","AL","AL Total Mig - US","40660","85430","1218481"
"01","000","98","000","AL","AL Total Mig - Foreign","1663","3655","43015"
"01","000","01","000","AL","AL Non-Migrants","1424386","3271520","49296909"
"01","000","13","000","GA","GEORGIA","8360","17285","230852"
"01","000","12","000","FL","FLORIDA","5601","11214","161766"
"01","000","47","000","TN","TENNESSEE","3707","7597","119771"
"01","000","48","000","TX","TEXAS","2870","6318","90529"
"01","000","28","000","MS","MISSISSIPPI","2415","5244","65708"
"01","000","37","000","NC","NORTH CAROLINA","1700","3516","51812"
"01","000","57","000","FR","Foreign - Total","1663","3655","43015"
"01","000","06","000","CA","CALIFORNIA","1343","2544","37045"
"01","000","51","000","VA","VIRGINIA","1326","2972","46757"
"01","000","22","000","LA","LOUISIANA","1197","2542","37774"
"01","000","45","000","SC","SOUTH CAROLINA","922","2030","31906"
"01","000","39","000","OH","OHIO","862","1920","24912"
"01","000","17","000","IL","ILLINOIS","822","1721","23063"
"01","000","21","000","KY","KENTUCKY","723","1568","21444"
"01","000","26","000","MI","MICHIGAN","689","1441","17451"
"01","000","36","000","NY","NEW YORK","617","1194","15331"
"01","000","08","000","CO","COLORADO","608","1254","19345"
"01","000","29","000","MO","MISSOURI","532","1187","19591"
"01","000","18","000","IN","INDIANA","526","1166","15355"
"01","000","42","000","PA","PENNSYLVANIA","463","1055","16327"
"01","000","53","000","WA","WASHINGTON","438","957","13262"
"01","000","24","000","MD","MARYLAND","422","873","13047"
"01","000","40","000","OK","OKLAHOMA","417","933","11306"
"01","000","04","000","AZ","ARIZONA","410","878","13801"
"01","000","05","000","AR","ARKANSAS","396","886","11467"
"01","000","20","000","KS","KANSAS","335","811","11111"
"01","000","15","000","HI","HAWAII","261","659","7405"
"01","000","34","000","NJ","NEW JERSEY","252","530","10680"
"01","000","25","000","MA","MASSACHUSETTS","228","438","7461"
"01","000","55","000","WI","WISCONSIN","197","441","5815"
"01","000","27","000","MN","MINNESOTA","173","350","5699"
"01","000","35","000","NM","NEW MEXICO","171","343","4739"
"01","000","02","000","AK","ALASKA","165","387","4267"
"01","000","09","000","CT","CONNECTICUT","149","279","5151"
"01","000","49","000","UT","UTAH","148","372","5674"
"01","000","19","000","IA","IOWA","142","291","4323"
"01","000","31","000","NE","NEBRASKA","141","361","4714"
"01","000","41","000","OR","OREGON","134","290","3768"
"01","000","54","000","WV","WEST VIRGINIA","129","260","7052"
"01","000","32","000","NV","NEVADA","126","243","4090"
"01","000","23","000","ME","MAINE","66","125","2456"
"01","000","33","000","NH","NEW HAMPSHIRE","65","116","1986"
"01","000","16","000","ID","IDAHO","61","130","2230"
"01","000","30","000","MT","MONTANA","60","125","1598"
"01","000","11","000","DC","DISTRICT OF COLUMBIA","58","87","1420"
"01","000","10","000","DE","DELAWARE","57","126","1969"
"01","000","56","000","WY","WYOMING","52","112","1354"
"01","000","44","000","RI","RHODE ISLAND","38","89","1437"
"01","000","38","000","ND","NORTH DAKOTA","32","70","720"
"01","000","50","000","VT","VERMONT","28","42","399"
"01","000","46","000","SD","SOUTH DAKOTA","26","58","1338"
"02","000","96","000","AK","AK Total Mig - US & For","16073","34299","517833"
"02","000","97","000","AK","AK Total Mig - US","15598","33304","504370"
"02","000","98","000","AK","AK Total Mig - Foreign","475","995","13462"
"02","000","02","000","AK","AK Non-Migrants","190928","435857","8790010"
"02","000","53","000","WA","WASHINGTON","2338","4585","84123"
"02","000","06","000","CA","CALIFORNIA","1354","2490","37273"
"02","000","41","000","OR","OREGON","1089","2078","33006"
"02","000","48","000","TX","TEXAS","1083","2627","43355"
"02","000","12","000","FL","FLORIDA","656","1401","20014"
"02","000","04","000","AZ","ARIZONA","632","1202","22928"
"02","000","08","000","CO","COLORADO","553","1125","18484"
"02","000","57","000","FR","Foreign - Total","475","995","13462"
"02","000","37","000","NC","NORTH CAROLINA","434","1054","12868"
"02","000","13","000","GA","GEORGIA","427","1069","11057"
"02","000","51","000","VA","VIRGINIA","376","941","13162"
"02","000","16","000","ID","IDAHO","371","791","13111"
"02","000","32","000","NV","NEVADA","349","710","11998"
"02","000","26","000","MI","MICHIGAN","322","669","8821"
"02","000","30","000","MT","MONTANA","290","610","10109"
"02","000","27","000","MN","MINNESOTA","282","551","8411"
"02","000","40","000","OK","OKLAHOMA","277","682","8647"
"02","000","36","000","NY","NEW YORK","271","607","7035"
"02","000","35","000","NM","NEW MEXICO","266","597","7955"
"02","000","49","000","UT","UTAH","263","597","8567"
"02","000","47","000","TN","TENNESSEE","245","625","7915"
"02","000","29","000","MO","MISSOURI","242","558","8515"
"02","000","15","000","HI","HAWAII","235","465","7626"
"02","000","39","000","OH","OHIO","221","470","5953"
"02","000","17","000","IL","ILLINOIS","220","468","6182"
"02","000","22","000","LA","LOUISIANA","208","559","7145"
"02","000","24","000","MD","MARYLAND","204","443","6107"
"02","000","55","000","WI","WISCONSIN","200","385","5865"
"02","000","42","000","PA","PENNSYLVANIA","182","363","5277"
"02","000","05","000","AR","ARKANSAS","170","394","5635"
"02","000","01","000","AL","ALABAMA","165","407","5774"
"02","000","45","000","SC","SOUTH CAROLINA","157","365","4414"
"02","000","21","000","KY","KENTUCKY","156","364","4053"
"02","000","20","000","KS","KANSAS","136","350","4415"
"02","000","18","000","IN","INDIANA","135","287","3528"
"02","000","31","000","NE","NEBRASKA","110","246","3072"
"02","000","25","000","MA","MASSACHUSETTS","101","204","2948"
"02","000","38","000","ND","NORTH DAKOTA","99","260","3698"
"02","000","28","000","MS","MISSISSIPPI","98","226","2908"
