"State_Code_Dest","County_Code_Dest","State_Code_Origin","County_Code_Origin","State_Abbrv","County_Name","Return_Num","Exmpt_Num","Aggr_AGI"
"02","000","96","000","AK","Total Mig - US & For","20706","42498","603844"
"02","000","97","000","AK","Total Mig - US","20078","41140","588683"
"02","000","97","001","AK","Total Mig - US Same St","5995","11875","204076"
"02","000","97","003","AK","Total Mig - US Diff St","14083","29265","384606"
"02","000","98","000","AK","Total Mig - Foreign","628","1358","15161"
"02","013","96","000","AK","Aleutians East Tot Mig-US & For","121","202","2993"
"02","013","97","000","AK","Aleutians East Tot Mig-US","121","202","2993"
"02","013","97","001","AK","Aleutians East Tot Mig-Same St","28","45","903"
"02","013","97","003","AK","Aleutians East Tot Mig-Diff St","93","157","2090"
"02","013","02","013","AK","Aleutians East Non-Migrants","530","1147","18540"
"02","013","02","020","AK","Anchorage Borough","14","19","301"
"02","013","58","000","SS","Other Flows - Same State","14","26","602"
"02","013","59","000","DS","Other Flows - Diff State","93","157","2090"
"02","016","96","000","AK","Aleutians West Tot Mig-US & For","449","720","10230"
"02","016","97","000","AK","Aleutians West Tot Mig-US","400","656","9357"
"02","016","97","001","AK","Aleutians West Tot Mig-Same St","57","111","2208"
"02","016","97","003","AK","Aleutians West Tot Mig-Diff St","343","545","7149"
"02","016","98","000","AK","Aleutians West Tot Mig-Foreign","49","64","873"
"02","016","02","016","AK","Aleutians West Non-Migrants","1246","2669","55503"
"02","016","53","033","WA","King County","50","80","1045"
"02","016","02","020","AK","Anchorage Borough","28","62","1112"
"02","016","06","073","CA","San Diego County","20","34","545"
"02","016","06","029","CA","Kern County","10","15","158"
"02","016","53","053","WA","Pierce County","10","17","190"
"02","016","58","000","SS","Other Flows - Same State","29","49","1096"
"02","016","59","000","DS","Other Flows - Diff State","253","399","5211"
"02","016","59","001","DS","Other Flows - Northeast","20","24","384"
"02","016","59","003","DS","Other Flows - Midwest","27","44","739"
"02","016","59","005","DS","Other Flows - South","61","80","995"
"02","016","59","007","DS","Other Flows - West","145","251","3092"
"02","016","57","009","FR","Foreign - Other flows","49","64","873"
"02","020","96","000","AK","Anchorage Borou Tot Mig-US & For","7701","15619","234705"
"02","020","97","000","AK","Anchorage Borou Tot Mig-US","7383","14875","225856"
"02","020","97","001","AK","Anchorage Borou Tot Mig-Same St","1719","3178","57506"
"02","020","97","003","AK","Anchorage Borou Tot Mig-Diff St","5664","11697","168350"
"02","020","98","000","AK","Anchorage Borou Tot Mig-Foreign","318","744","8849"
"02","020","02","020","AK","Anchorage Borou Non-Migrants","79886","176136","4017750"
"02","020","02","170","AK","Matanuska Susitna Bo","413","705","13021"
