"State_Code_Dest","County_Code_Dest","State_Code_Origin","County_Code_Origin","State_Abbrv","County_Name","Return_Num","Exmpt_Num","Aggr_AGI"
"00","000","96","000","US","Total Mig - US & For","7191137","13435814","302196261"
"00","000","97","000","US","Total Mig - US","6978559","13107897","297200542"
"00","000","97","001","US","Total Mig - US Same St","4015694","7533933","162428050"
"00","000","97","003","US","Total Mig - US Diff St","2962865","5573964","134772492"
"00","000","98","000","US","Total Mig - Foreign","212578","327917","4995719"
"01","000","96","000","AL","Total Mig - US & For","91945","187254","3217749"
"01","000","97","000","AL","Total Mig - US","89665","183158","3163051"
"01","000","97","001","AL","Total Mig - US Same St","50951","102686","1654302"
"01","000","97","003","AL","Total Mig - US Diff St","38714","80472","1508748"
"01","000","98","000","AL","Total Mig - Foreign","2280","4096","54698"
"01","001","96","000","AL","Autauga County Tot Mig-US & For","1669","4127","66518"
"01","001","97","000","AL","Autauga County Tot Mig-US","1619","3948","63479"
"01","001","97","001","AL","Autauga County Tot Mig-Same St","1009","2217","32583"
"01","001","97","003","AL","Autauga County Tot Mig-Diff St","610","1731","30896"
"01","001","98","000","AL","Autauga County Tot Mig-Foreign","50","179","3039"
"01","001","01","001","AL","Autauga County Non-Migrants","15271","36273","660785"
"01","001","01","101","AL","Montgomery County","419","877","13487"
"01","001","01","051","AL","Elmore County","224","495","6264"
"01","001","01","047","AL","Dallas County","86","188","2900"
"01","001","01","021","AL","Chilton County","50","113","1184"
"01","001","01","073","AL","Jefferson County","37","80","1178"
"01","001","01","097","AL","Mobile County","18","49","990"
"01","001","01","117","AL","Shelby County","15","35","976"
"01","001","01","081","AL","Lee County","13","26","369"
"01","001","01","123","AL","Tallapoosa County","13","36","257"
"01","001","12","091","FL","Okaloosa County","11","34","403"
"01","001","12","005","FL","Bay County","10","22","386"
"01","001","12","033","FL","Escambia County","10","37","570"
"01","001","12","113","FL","Santa Rosa County","10","34","509"
"01","001","58","000","SS","Other Flows - Same State","134","318","4978"
"01","001","59","000","DS","Other Flows - Diff State","569","1604","29028"
"01","001","59","001","DS","Other Flows - Northeast","43","107","2440"
"01","001","59","003","DS","Other Flows - Midwest","101","290","5327"
"01","001","59","005","DS","Other Flows - South","319","862","15048"
"01","001","59","007","DS","Other Flows - West","106","345","6212"
"01","001","57","009","FR","Foreign - Other flows","50","179","3039"
"01","003","96","000","AL","Baldwin County Tot Mig-US & For","4136","8265","206951"
"01","003","97","000","AL","Baldwin County Tot Mig-US","3978","8083","203114"
"01","003","97","001","AL","Baldwin County Tot Mig-Same St","1735","3450","88131"
"01","003","97","003","AL","Baldwin County Tot Mig-Diff St","2243","4633","114983"
"01","003","98","000","AL","Baldwin County Tot Mig-Foreign","158","182","3837"
"01","003","01","003","AL","Baldwin County Non-Migrants","48442","107645","2255668"
"01","003","01","097","AL","Mobile County","876","1737","40866"
"01","003","12","033","FL","Escambia County","250","485","8580"
"01","003","01","073","AL","Jefferson County","124","221","6331"
"01","003","01","053","AL","Escambia County","61","123","1390"
"01","003","01","101","AL","Montgomery County","57","117","3042"
"01","003","01","117","AL","Shelby County","57","103","4511"
"01","003","01","125","AL","Tuscaloosa County","53","98","1368"
"01","003","01","099","AL","Monroe County","34","80","1401"
"01","003","01","081","AL","Lee County","33","62","1613"
"01","003","12","113","FL","Santa Rosa County","33","72","1349"
"01","003","47","157","TN","Shelby County","31","54","1853"
"01","003","48","201","TX","Harris County","30","64","1751"
"01","003","01","089","AL","Madison County","28","48","1331"
"01","003","12","091","FL","Okaloosa County","28","59","958"
"01","003","13","067","GA","Cobb County","27","56","1807"
"01","003","01","047","AL","Dallas County","23","51","1630"
"01","003","01","055","AL","Etowah County","23","44","925"
"01","003","17","031","IL","Cook County","23","38","1071"
"01","003","01","025","AL","Clarke County","22","44","552"
"01","003","22","033","LA","East Baton Rouge Par","21","47","1332"
"01","003","28","047","MS","Harrison County","21","39","662"
"01","003","01","103","AL","Morgan County","20","38","835"
"01","003","13","121","GA","Fulton County","19","35","1316"
"01","003","28","059","MS","Jackson County","19","43","720"
"01","003","13","135","GA","Gwinnett County","18","35","922"
"01","003","22","071","LA","Orleans Parish","18","25","1461"
"01","003","47","037","TN","Davidson County","18","36","1602"
"01","003","01","021","AL","Chilton County","17","37","699"
"01","003","01","069","AL","Houston County","17","35","781"
