"State_Code_Dest","County_Code_Dest","State_Code_Origin","County_Code_Origin","State_Abbrv","County_Name","Return_Num","Exmpt_Num","Aggr_AGI"
"00","000","96","000","US","Total Mig - US & For","6697611","12789169","245476526"
"00","000","97","000","US","Total Mig - US","6508333","12477099","241192369"
"00","000","97","001","US","Total Mig - US Same St","3632309","6914491","126510544"
"00","000","97","003","US","Total Mig - US Diff St","2876024","5562608","114681825"
"00","000","98","000","US","Total Mig - Foreign","189278","312070","4284157"
"01","000","96","000","AL","Total Mig - US & For","95683","200419","3012652"
"01","000","97","000","AL","Total Mig - US","93569","196272","2965823"
"01","000","97","001","AL","Total Mig - US Same St","50587","103726","1454290"
"01","000","97","003","AL","Total Mig - US Diff St","42982","92546","1511533"
"01","000","98","000","AL","Total Mig - Foreign","2114","4147","46829"
"01","001","96","000","AL","Autauga County Tot Mig-US & For","1476","3667","49611"
"01","001","97","000","AL","Autauga County Tot Mig-US","1431","3517","47733"
"01","001","97","001","AL","Autauga County Tot Mig-Same St","880","1903","24745"
"01","001","97","003","AL","Autauga County Tot Mig-Diff St","551","1614","22988"
"01","001","98","000","AL","Autauga County Tot Mig-Foreign","45","150","1877"
"01","001","01","001","AL","Autauga County Non-Migrants","13944","33446","512249"
"01","001","01","101","AL","Montgomery County","381","796","10730"
"01","001","01","051","AL","Elmore County","164","359","4396"
"01","001","01","047","AL","Dallas County","61","141","1595"
"01","001","01","073","AL","Jefferson County","45","88","1655"
"01","001","01","021","AL","Chilton County","42","94","985"
"01","001","01","125","AL","Tuscaloosa County","18","39","606"
"01","001","48","029","TX","Bexar County","15","45","772"
"01","001","01","097","AL","Mobile County","14","28","453"
"01","001","01","085","AL","Lowndes County","12","33","298"
"01","001","01","117","AL","Shelby County","11","29","444"
"01","001","08","041","CO","El Paso County","11","43","508"
"01","001","28","047","MS","Harrison County","11","35","427"
"01","001","51","059","VA","Fairfax County","11","41","765"
"01","001","58","000","SS","Other Flows - Same State","132","296","3583"
"01","001","59","000","DS","Other Flows - Diff State","503","1450","20516"
"01","001","59","001","DS","Other Flows - Northeast","36","114","1582"
"01","001","59","003","DS","Other Flows - Midwest","94","268","3880"
"01","001","59","005","DS","Other Flows - South","298","834","11842"
"01","001","59","007","DS","Other Flows - West","75","234","3213"
"01","001","57","009","FR","Foreign - Other flows","45","150","1877"
"01","003","96","000","AL","Baldwin County Tot Mig-US & For","4054","8218","165021"
"01","003","97","000","AL","Baldwin County Tot Mig-US","3977","8111","163795"
"01","003","97","001","AL","Baldwin County Tot Mig-Same St","1614","3220","64236"
"01","003","97","003","AL","Baldwin County Tot Mig-Diff St","2363","4891","99559"
"01","003","98","000","AL","Baldwin County Tot Mig-Foreign","77","107","1226"
"01","003","01","003","AL","Baldwin County Non-Migrants","42911","96750","1710183"
"01","003","01","097","AL","Mobile County","817","1632","33799"
"01","003","12","033","FL","Escambia County","270","538","9335"
"01","003","01","073","AL","Jefferson County","153","287","6605"
"01","003","01","101","AL","Montgomery County","72","144","3145"
"01","003","01","053","AL","Escambia County","66","145","1600"
"01","003","01","125","AL","Tuscaloosa County","50","89","1901"
"01","003","01","117","AL","Shelby County","49","107","2954"
"01","003","12","113","FL","Santa Rosa County","40","92","1215"
"01","003","47","157","TN","Shelby County","40","94","1936"
"01","003","01","089","AL","Madison County","30","70","1426"
"01","003","01","099","AL","Monroe County","27","61","660"
"01","003","47","037","TN","Davidson County","26","44","4218"
"01","003","12","031","FL","Duval County","25","53","1396"
"01","003","22","051","LA","Jefferson Parish","25","56","1001"
"01","003","01","025","AL","Clarke County","24","41","782"
"01","003","28","047","MS","Harrison County","24","43","721"
"01","003","13","121","GA","Fulton County","23","46","1255"
"01","003","57","005","FR","Foreign - APO/FPO ZIPs","23","46","449"
"01","003","28","059","MS","Jackson County","22","44","701"
"01","003","13","135","GA","Gwinnett County","21","44","918"
"01","003","48","113","TX","Dallas County","21","33","1037"
"01","003","01","081","AL","Lee County","20","29","413"
"01","003","12","005","FL","Bay County","20","50","812"
"01","003","12","091","FL","Okaloosa County","19","38","704"
"01","003","48","201","TX","Harris County","19","38","987"
"01","003","13","067","GA","Cobb County","18","43","793"
"01","003","22","033","LA","East Baton Rouge Par","17","53","823"
"01","003","17","031","IL","Cook County","16","31","909"
"01","003","22","103","LA","St Tammany Parish","16","27","750"
"01","003","01","039","AL","Covington County","15","29","401"
"01","003","26","125","MI","Oakland County","15","25","1859"
"01","003","01","051","AL","Elmore County","13","30","465"
"01","003","06","073","CA","San Diego County","13","28","404"
"01","003","12","025","FL","Dade County","13","29","697"
"01","003","12","073","FL","Leon County","13","35","591"
"01","003","12","095","FL","Orange County","13","25","428"
"01","003","12","103","FL","Pinellas County","13","22","353"
"01","003","28","035","MS","Forrest County","13","20","248"
"01","003","01","013","AL","Butler County","12","22","362"
"01","003","01","069","AL","Houston County","12","27","466"
"01","003","01","091","AL","Marengo County","12","26","513"
"01","003","01","103","AL","Morgan County","12","22","495"
"01","003","01","127","AL","Walker County","12","24","933"
"01","003","28","049","MS","Hinds County","12","16","455"
"01","003","01","043","AL","Cullman County","11","19","380"
"01","003","01","095","AL","Marshall County","11","28","489"
"01","003","01","121","AL","Talladega County","11","21","234"
"01","003","04","013","AZ","Maricopa County","11","22","489"
"01","003","13","089","GA","De Kalb County","11","20","542"
"01","003","22","071","LA","Orleans Parish","11","16","428"
"01","003","01","047","AL","Dallas County","10","21","471"
"01","003","01","077","AL","Lauderdale County","10","21","430"
"01","003","01","123","AL","Tallapoosa County","10","16","242"
"01","003","01","129","AL","Washington County","10","25","372"
"01","003","12","057","FL","Hillsborough County","10","19","297"
"01","003","13","021","GA","Bibb County","10","20","510"
"01","003","13","087","GA","Decatur County","10","26","199"
"01","003","17","043","IL","Du Page County","10","17","353"
"01","003","29","189","MO","St Louis County","10","17","556"
"01","003","51","059","VA","Fairfax County","10","25","807"
"01","003","58","000","SS","Other Flows - Same State","145","284","4697"
"01","003","59","000","DS","Other Flows - Diff State","1503","3142","60829"
"01","003","59","001","DS","Other Flows - Northeast","141","263","5087"
"01","003","59","003","DS","Other Flows - Midwest","372","755","15421"
"01","003","59","005","DS","Other Flows - South","819","1756","33473"
"01","003","59","007","DS","Other Flows - West","171","368","6848"
"01","003","57","009","FR","Foreign - Other flows","54","61","777"
"01","005","96","000","AL","Barbour County Tot Mig-US & For","533","1125","13042"
"01","005","97","000","AL","Barbour County Tot Mig-US","533","1125","13042"
"01","005","97","001","AL","Barbour County Tot Mig-Same St","263","551","5915"
"01","005","97","003","AL","Barbour County Tot Mig-Diff St","270","574","7128"
"01","005","01","005","AL","Barbour County Non-Migrants","8338","19307","257955"
"01","005","01","067","AL","Henry County","33","71","638"
"01","005","01","045","AL","Dale County","32","76","736"
"01","005","13","239","GA","Quitman County","30","61","801"
"01","005","01","069","AL","Houston County","26","57","617"
"01","005","01","101","AL","Montgomery County","22","55","590"
"01","005","01","113","AL","Russell County","22","47","653"
"01","005","01","011","AL","Bullock County","18","35","303"
"01","005","01","109","AL","Pike County","18","32","313"
"01","005","01","081","AL","Lee County","15","22","302"
"01","005","13","215","GA","Muscogee County","14","27","241"
"01","005","58","000","SS","Other Flows - Same State","77","156","1763"
"01","005","59","000","DS","Other Flows - Diff State","226","486","6086"
"01","005","59","001","DS","Other Flows - Northeast","11","20","217"
"01","005","59","003","DS","Other Flows - Midwest","20","42","510"
"01","005","59","005","DS","Other Flows - South","177","388","4818"
"01","005","59","007","DS","Other Flows - West","18","36","541"
"01","007","96","000","AL","Bibb County Tot Mig-US & For","471","1081","12243"
"01","007","97","000","AL","Bibb County Tot Mig-US","471","1081","12243"
"01","007","97","001","AL","Bibb County Tot Mig-Same St","386","864","10048"
"01","007","97","003","AL","Bibb County Tot Mig-Diff St","85","217","2195"
"01","007","01","007","AL","Bibb County Non-Migrants","6206","14977","194114"
"01","007","01","073","AL","Jefferson County","144","331","3635"
