"State_Code_Dest","County_Code_Dest","State_Code_Origin","County_Code_Origin","State_Abbrv","County_Name","Return_Num","Exmpt_Num","Aggr_AGI"
"00","000","96","000","US","Total Mig - US & For",7238512,13719599,314723861
"00","000","97","000","US","Total Mig - US",7029750,13400949,309552240
"00","000","97","001","US","Total Mig - US Same St",4023108,7656393,167622376
"00","000","97","003","US","Total Mig - US Diff St",3006642,5744556,141929864
"00","000","98","000","US","Total Mig - Foreign",208762,318650,5171621
"01","000","96","000","AL","Total Mig - US & For",96365,199539,3643250
"01","000","97","000","AL","Total Mig - US",94279,195771,3589638
"01","000","97","001","AL","Total Mig - US Same St",51905,106046,1820892
"01","000","97","003","AL","Total Mig - US Diff St",42374,89725,1768745
"01","000","98","000","AL","Total Mig - Foreign",2086,3768,53612
"01","001","96","000","AL","Autauga County Tot Mig-US & For",1789,4663,75892
"01","001","97","000","AL","Autauga County Tot Mig-US",1743,4520,73022
"01","001","97","001","AL","Autauga County Tot Mig-Same St",1083,2508,36977
"01","001","97","003","AL","Autauga County Tot Mig-Diff St",660,2012,36045
"01","001","98","000","AL","Autauga County Tot Mig-Foreign",46,143,2870
"01","001","01","001","AL","Autauga County Non-Migrants",15062,35901,714261
"01","001","01","101","AL","Montgomery County",454,1022,15966
"01","001","01","051","AL","Elmore County",299,719,9356
"01","001","01","047","AL","Dallas County",53,114,1683
"01","001","01","021","AL","Chilton County",51,128,1683
"01","001","01","073","AL","Jefferson County",30,67,1128
"01","001","08","041","CO","El Paso County",17,63,1122
"01","001","12","091","FL","Okaloosa County",16,47,1008
"01","001","01","097","AL","Mobile County",15,31,504
"01","001","01","003","AL","Baldwin County",13,31,720
"01","001","01","085","AL","Lowndes County",13,26,339
"01","001","32","003","NV","Clark County",13,56,1146
"01","001","01","117","AL","Shelby County",12,32,649
"01","001","01","081","AL","Lee County",11,15,371
"01","001","48","029","TX","Bexar County",11,42,673
"01","001","51","059","VA","Fairfax County",11,43,903
"01","001","12","005","FL","Bay County",10,22,587
"01","001","16","039","ID","Elmore County",10,33,589
"01","001","58","000","SS","Other Flows - Same State",132,323,4578
"01","001","59","000","DS","Other Flows - Diff State",572,1706,30017
"01","001","59","001","DS","Other Flows - Northeast",40,111,1962
"01","001","59","003","DS","Other Flows - Midwest",85,261,5034
"01","001","59","005","DS","Other Flows - South",347,1007,17067
"01","001","59","007","DS","Other Flows - West",100,327,5954
"01","001","57","009","FR","Foreign - Other flows",46,143,2870
"01","003","96","000","AL","Baldwin County Tot Mig-US & For",5065,10413,247855
"01","003","97","000","AL","Baldwin County Tot Mig-US",4959,10258,244923
"01","003","97","001","AL","Baldwin County Tot Mig-Same St",1867,3822,90552
"01","003","97","003","AL","Baldwin County Tot Mig-Diff St",3092,6436,154371
"01","003","98","000","AL","Baldwin County Tot Mig-Foreign",106,155,2932
"01","003","01","003","AL","Baldwin County Non-Migrants",51148,112964,2666475
"01","003","01","097","AL","Mobile County",812,1636,41278
"01","003","12","033","FL","Escambia County",328,658,13519
"01","003","01","073","AL","Jefferson County",166,335,9052
"01","003","01","053","AL","Escambia County",98,224,4584
"01","003","12","113","FL","Santa Rosa County",70,133,3363
"01","003","01","117","AL","Shelby County",68,141,5449
"01","003","01","101","AL","Montgomery County",65,130,3725
"01","003","01","125","AL","Tuscaloosa County",62,112,2061
"01","003","01","081","AL","Lee County",46,84,1499
"01","003","47","157","TN","Shelby County",40,84,2633
"01","003","12","091","FL","Okaloosa County",39,70,2270
"01","003","01","089","AL","Madison County",37,68,1848
"01","003","48","201","TX","Harris County",37,96,2270
"01","003","01","099","AL","Monroe County",32,70,1028
"01","003","06","073","CA","San Diego County",31,65,1339
"01","003","13","067","GA","Cobb County",28,49,1035
"01","003","06","037","CA","Los Angeles County",27,45,927
"01","003","12","031","FL","Duval County",26,56,1158
"01","003","28","047","MS","Harrison County",26,53,964
"01","003","28","059","MS","Jackson County",26,55,1079
"01","003","01","047","AL","Dallas County",25,58,887
"01","003","32","003","NV","Clark County",24,40,786
"01","003","57","005","FR","Foreign - APO/FPO ZIPs",24,44,738
"01","003","01","069","AL","Houston County",23,44,740
"01","003","01","103","AL","Morgan County",23,47,1175
"01","003","17","031","IL","Cook County",23,42,1241
"01","003","47","037","TN","Davidson County",23,49,1307
"01","003","01","051","AL","Elmore County",22,52,1351
"01","003","12","011","FL","Broward County",22,47,1797
"01","003","01","001","AL","Autauga County",21,50,786
"01","003","01","025","AL","Clarke County",21,47,1062
"01","003","01","095","AL","Marshall County",20,45,1525
"01","003","01","127","AL","Walker County",20,35,843
"01","003","22","051","LA","Jefferson Parish",20,37,775
"01","003","13","121","GA","Fulton County",19,41,2051
"01","003","01","015","AL","Calhoun County",18,41,687
"01","003","01","055","AL","Etowah County",17,35,532
"01","003","12","005","FL","Bay County",17,34,1151
"01","003","12","057","FL","Hillsborough County",17,36,1010
"01","003","12","131","FL","Walton County",17,28,816
"01","003","22","033","LA","East Baton Rouge Par",17,33,935
"01","003","29","189","MO","St Louis County",17,35,1487
"01","003","01","123","AL","Tallapoosa County",16,38,953
"01","003","06","065","CA","Riverside County",16,35,710
"01","003","13","089","GA","De Kalb County",16,25,610
"01","003","01","043","AL","Cullman County",15,26,383
"01","003","01","091","AL","Marengo County",15,26,766
"01","003","12","103","FL","Pinellas County",15,25,354
"01","003","13","135","GA","Gwinnett County",15,48,1218
"01","003","22","103","LA","St Tammany Parish",15,33,927
"01","003","13","215","GA","Muscogee County",14,29,635
"01","003","22","071","LA","Orleans Parish",14,31,1188
"01","003","01","021","AL","Chilton County",13,36,760
"01","003","01","109","AL","Pike County",13,21,348
"01","003","01","121","AL","Talladega County",13,31,446
"01","003","06","067","CA","Sacramento County",13,26,367
"01","003","12","095","FL","Orange County",13,29,516
"01","003","26","125","MI","Oakland County",13,33,754
"01","003","28","033","MS","De Soto County",13,30,859
"01","003","48","113","TX","Dallas County",13,26,721
"01","003","01","039","AL","Covington County",12,26,368
"01","003","01","077","AL","Lauderdale County",12,23,607
"01","003","01","129","AL","Washington County",12,21,224
"01","003","04","013","AZ","Maricopa County",12,26,366
"01","003","06","059","CA","Orange County",12,25,748
"01","003","12","115","FL","Sarasota County",12,18,471
"01","003","18","097","IN","Marion County",12,19,535
"01","003","28","121","MS","Rankin County",12,28,734
"01","003","28","151","MS","Washington County",12,24,270
"01","003","48","453","TX","Travis County",12,20,391
"01","003","01","005","AL","Barbour County",11,24,254
"01","003","01","009","AL","Blount County",11,34,583
"01","003","01","035","AL","Conecuh County",11,22,590
"01","003","06","071","CA","San Bernardino Count",11,27,426
"01","003","12","086","FL","Miami Dade County",11,29,461
"01","003","37","183","NC","Wake County",11,25,1117
"01","003","48","439","TX","Tarrant County",11,25,416
"01","003","51","059","VA","Fairfax County",11,27,1124
"01","003","51","810","VA","Virginia Beach",11,22,318
"01","003","08","041","CO","El Paso County",10,23,515
"01","003","12","073","FL","Leon County",10,20,502
