"State_Code_Dest","County_Code_Dest","State_Code_Origin","County_Code_Origin","State_Abbrv","County_Name","Return_Num","Exmpt_Num","Aggr_AGI"
"02","013","96","000","Ak","Total Migration","145","280","0"
"02","013","02","016","Ak","Aleutians West","22","32","0"
"02","013","02","020","Ak","Anchorage Borough","18","43","0"
"02","013","02","013","Ak","Non-Migrants","416","1002","0"
"02","016","96","000","Ak","Total Migration","304","535","0"
"02","016","53","033","Wa","King","41","61","0"
"02","016","02","020","Ak","Anchorage Borough","21","41","0"
"02","016","53","053","Wa","Pierce","16","22","0"
"02","016","02","016","Ak","Non-Migrants","991","2185","0"
"02","020","96","000","Ak","Total Migration","9510","18970","0"
"02","020","02","170","Ak","Matanuska-Susitna Boroug","453","884","0"
"02","020","02","090","Ak","Fairbanks North Star Bor","433","870","0"
"02","020","02","122","Ak","Kenai Peninsula Borough","373","703","0"
"02","020","53","033","Wa","King","309","544","0"
"02","020","57","001","FR","Foreign / Overseas","274","648","0"
"02","020","04","013","Az","Maricopa","151","288","0"
"02","020","06","037","Ca","Los Angeles","151","287","0"
"02","020","02","261","Ak","Valdez-Cordova","138","275","0"
"02","020","02","110","Ak","Juneau Borough","125","216","0"
"02","020","02","150","Ak","Kodiak Island Borough","117","221","0"
"02","020","53","053","Wa","Pierce","114","250","0"
"02","020","48","201","Tx","Harris","96","230","0"
"02","020","02","050","Ak","Bethel","96","179","0"
"02","020","02","180","Ak","Nome","85","182","0"
"02","020","06","073","Ca","San Diego","84","146","0"
"02","020","15","003","Hi","Honolulu","81","144","0"
"02","020","53","061","Wa","Snohomish","80","155","0"
"02","020","02","188","Ak","Northwest Arctic","75","164","0"
"02","020","41","051","Or","Multnomah","71","102","0"
"02","020","08","041","Co","El Paso","63","169","0"
"02","020","06","067","Ca","Sacramento","56","114","0"
"02","020","53","063","Wa","Spokane","55","109","0"
"02","020","32","003","Nv","Clark","55","129","0"
"02","020","04","019","Az","Pima","54","97","0"
"02","020","06","059","Ca","Orange","51","81","0"
"02","020","41","067","Or","Washington","51","100","0"
"02","020","02","185","Ak","North Slope Borough","49","91","0"
"02","020","41","039","Or","Lane","48","83","0"
"02","020","06","085","Ca","Santa Clara","47","83","0"
"02","020","17","031","Il","Cook","45","70","0"
"02","020","02","016","Ak","Aleutians West","45","95","0"
"02","020","48","029","Tx","Bexar","44","98","0"
"02","020","02","070","Ak","Dillingham","43","76","0"
"02","020","37","051","NC","Cumberland","43","113","0"
"02","020","12","091","Fl","Okaloosa","41","118","0"
"02","020","06","071","Ca","San Bernardino","40","87","0"
"02","020","27","053","Mn","Hennepin","40","55","0"
"02","020","02","290","Ak","Yukon-Koyukuk","37","66","0"
"02","020","06","029","Ca","Kern","36","77","0"
"02","020","35","001","NM","Bernalillo","35","99","0"
