"State_Code_Dest","County_Code_Dest","State_Code_Origin","County_Code_Origin","State_Abbrv","County_Name","Return_Num","Exmpt_Num","Aggr_AGI"
"00","000","96","000","US","Total Mig - US & For","7139907","13309089","317112512"
"00","000","97","000","US","Total Mig - US","6920560","12973910","311702972"
"00","000","97","001","US","Total Mig - US Same St","3925837","7334660","164596364"
"00","000","97","003","US","Total Mig - US Diff St","2994723","5639250","147106608"
"00","000","98","000","US","Total Mig - Foreign","219347","335179","5409539"
"01","000","96","000","AL","Total Mig - US & For","91781","187714","3228750"
"01","000","97","000","AL","Total Mig - US","89683","183939","3180102"
"01","000","97","001","AL","Total Mig - US Same St","51019","102581","1628078"
"01","000","97","003","AL","Total Mig - US Diff St","38664","81358","1552024"
"01","000","98","000","AL","Total Mig - Foreign","2098","3775","48649"
"01","001","96","000","AL","Autauga County Tot Mig-US & For","1529","3792","61302"
"01","001","97","000","AL","Autauga County Tot Mig-US","1488","3653","58549"
"01","001","97","001","AL","Autauga County Tot Mig-Same St","956","2116","31732"
"01","001","97","003","AL","Autauga County Tot Mig-Diff St","532","1537","26817"
"01","001","98","000","AL","Autauga County Tot Mig-Foreign","41","139","2753"
"01","001","01","001","AL","Autauga County Non-Migrants","15013","35780","639073"
"01","001","01","101","AL","Montgomery County","390","839","13613"
"01","001","01","051","AL","Elmore County","231","519","6950"
"01","001","01","047","AL","Dallas County","68","153","1942"
"01","001","01","021","AL","Chilton County","55","114","1677"
"01","001","01","073","AL","Jefferson County","26","65","924"
"01","001","01","117","AL","Shelby County","18","46","812"
"01","001","01","003","AL","Baldwin County","15","39","669"
"01","001","01","085","AL","Lowndes County","15","24","400"
"01","001","01","109","AL","Pike County","13","27","268"
"01","001","08","041","CO","El Paso County","12","44","785"
"01","001","48","029","TX","Bexar County","12","36","725"
"01","001","12","091","FL","Okaloosa County","11","32","675"
"01","001","12","033","FL","Escambia County","10","20","292"
"01","001","51","059","VA","Fairfax County","10","46","591"
"01","001","58","000","SS","Other Flows - Same State","125","290","4479"
"01","001","59","000","DS","Other Flows - Diff State","477","1359","23750"
"01","001","59","001","DS","Other Flows - Northeast","26","77","1188"
"01","001","59","003","DS","Other Flows - Midwest","88","232","4340"
"01","001","59","005","DS","Other Flows - South","288","802","14152"
"01","001","59","007","DS","Other Flows - West","75","248","4071"
"01","001","57","009","FR","Foreign - Other flows","41","139","2753"
"01","003","96","000","AL","Baldwin County Tot Mig-US & For","4034","8303","198921"
"01","003","97","000","AL","Baldwin County Tot Mig-US","3927","8177","196375"
"01","003","97","001","AL","Baldwin County Tot Mig-Same St","1641","3376","77742"
"01","003","97","003","AL","Baldwin County Tot Mig-Diff St","2286","4801","118633"
"01","003","98","000","AL","Baldwin County Tot Mig-Foreign","107","126","2546"
"01","003","01","003","AL","Baldwin County Non-Migrants","47163","105135","2185604"
"01","003","01","097","AL","Mobile County","734","1489","37250"
"01","003","12","033","FL","Escambia County","255","481","9489"
"01","003","01","073","AL","Jefferson County","130","246","8354"
"01","003","01","053","AL","Escambia County","90","187","2280"
"01","003","01","125","AL","Tuscaloosa County","67","125","2673"
"01","003","01","101","AL","Montgomery County","55","109","2808"
"01","003","01","117","AL","Shelby County","46","117","3007"
"01","003","01","081","AL","Lee County","43","70","1023"
"01","003","47","157","TN","Shelby County","37","82","3293"
"01","003","01","099","AL","Monroe County","34","76","2224"
"01","003","12","091","FL","Okaloosa County","32","76","861"
"01","003","12","113","FL","Santa Rosa County","30","50","821"
"01","003","28","047","MS","Harrison County","30","54","1655"
"01","003","28","059","MS","Jackson County","28","50","1041"
"01","003","48","201","TX","Harris County","28","75","4922"
"01","003","01","069","AL","Houston County","24","47","763"
"01","003","22","033","LA","East Baton Rouge Par","24","69","4116"
"01","003","01","025","AL","Clarke County","23","48","693"
"01","003","01","047","AL","Dallas County","23","51","1241"
"01","003","48","113","TX","Dallas County","22","41","1731"
"01","003","01","015","AL","Calhoun County","21","43","716"
"01","003","13","121","GA","Fulton County","21","43","2206"
"01","003","13","067","GA","Cobb County","20","44","1216"
"01","003","01","103","AL","Morgan County","19","41","1123"
"01","003","22","051","LA","Jefferson Parish","19","42","1300"
"01","003","01","089","AL","Madison County","18","53","774"
"01","003","13","135","GA","Gwinnett County","17","37","1341"
"01","003","47","037","TN","Davidson County","17","29","818"
"01","003","01","013","AL","Butler County","16","35","898"
"01","003","01","039","AL","Covington County","16","46","820"
"01","003","01","055","AL","Etowah County","16","34","377"
"01","003","01","115","AL","St Clair County","16","43","544"
"01","003","01","129","AL","Washington County","16","30","451"
"01","003","06","037","CA","Los Angeles County","16","27","936"
"01","003","01","051","AL","Elmore County","15","33","1146"
"01","003","01","091","AL","Marengo County","15","25","530"
"01","003","06","073","CA","San Diego County","15","29","639"
"01","003","01","009","AL","Blount County","14","27","735"
"01","003","01","077","AL","Lauderdale County","14","27","969"
"01","003","12","031","FL","Duval County","13","31","705"
"01","003","57","005","FR","Foreign - APO/FPO ZIPs","13","19","423"
"01","003","01","045","AL","Dale County","12","21","300"
"01","003","04","013","AZ","Maricopa County","12","27","434"
"01","003","06","059","CA","Orange County","12","20","601"
"01","003","08","041","CO","El Paso County","12","25","458"
"01","003","12","005","FL","Bay County","12","25","536"
"01","003","12","057","FL","Hillsborough County","12","26","742"
"01","003","01","035","AL","Conecuh County","11","23","214"
"01","003","12","073","FL","Leon County","11","15","331"
"01","003","18","097","IN","Marion County","11","19","322"
"01","003","22","071","LA","Orleans Parish","11","16","465"
"01","003","22","103","LA","St Tammany Parish","11","28","683"
"01","003","48","373","TX","Polk County","11","21","516"
"01","003","05","119","AR","Pulaski County","10","21","537"
"01","003","12","103","FL","Pinellas County","10","23","590"
"01","003","26","163","MI","Wayne County","10","17","426"
"01","003","58","000","SS","Other Flows - Same State","153","330","5829"
"01","003","59","000","DS","Other Flows - Diff State","1517","3258","74901"
"01","003","59","001","DS","Other Flows - Northeast","129","269","6219"
"01","003","59","003","DS","Other Flows - Midwest","392","799","19443"
"01","003","59","005","DS","Other Flows - South","851","1888","42062"
"01","003","59","007","DS","Other Flows - West","145","302","7177"
"01","003","57","009","FR","Foreign - Other flows","94","107","2123"
"01","005","96","000","AL","Barbour County Tot Mig-US & For","556","1164","16894"
"01","005","97","000","AL","Barbour County Tot Mig-US","556","1164","16894"
"01","005","97","001","AL","Barbour County Tot Mig-Same St","304","617","7865"
"01","005","97","003","AL","Barbour County Tot Mig-Diff St","252","547","9028"
"01","005","01","005","AL","Barbour County Non-Migrants","8627","19474","293288"
"01","005","01","067","AL","Henry County","53","115","1185"
"01","005","01","011","AL","Bullock County","37","87","691"
"01","005","13","239","GA","Quitman County","33","80","737"
"01","005","01","045","AL","Dale County","29","65","413"
"01","005","01","069","AL","Houston County","27","49","599"
"01","005","01","081","AL","Lee County","21","40","794"
"01","005","01","113","AL","Russell County","18","42","478"
"01","005","01","101","AL","Montgomery County","16","33","330"
"01","005","01","109","AL","Pike County","15","28","280"
"01","005","01","031","AL","Coffee County","14","30","301"
"01","005","01","073","AL","Jefferson County","11","15","339"
"01","005","58","000","SS","Other Flows - Same State","63","113","2456"
"01","005","59","000","DS","Other Flows - Diff State","219","467","8291"
"01","005","59","001","DS","Other Flows - Northeast","16","32","668"
"01","005","59","003","DS","Other Flows - Midwest","24","49","1227"
"01","005","59","005","DS","Other Flows - South","163","355","5419"
"01","005","59","007","DS","Other Flows - West","16","31","977"
"01","007","96","000","AL","Bibb County Tot Mig-US & For","476","1016","14692"
"01","007","97","000","AL","Bibb County Tot Mig-US","476","1016","14692"
"01","007","97","001","AL","Bibb County Tot Mig-Same St","393","855","10390"
"01","007","97","003","AL","Bibb County Tot Mig-Diff St","83","161","4302"
"01","007","01","007","AL","Bibb County Non-Migrants","6307","15051","221272"
"01","007","01","073","AL","Jefferson County","138","282","3668"
"01","007","01","125","AL","Tuscaloosa County","96","220","2562"
"01","007","01","117","AL","Shelby County","56","129","1704"
"01","007","01","021","AL","Chilton County","26","62","632"
"01","007","58","000","SS","Other Flows - Same State","77","162","1823"
"01","007","59","000","DS","Other Flows - Diff State","83","161","4302"
"01","009","96","000","AL","Blount County Tot Mig-US & For","1245","2785","47052"
"01","009","97","000","AL","Blount County Tot Mig-US","1245","2785","47052"
"01","009","97","001","AL","Blount County Tot Mig-Same St","1009","2251","35503"
"01","009","97","003","AL","Blount County Tot Mig-Diff St","236","534","11549"
"01","009","01","009","AL","Blount County Non-Migrants","15809","38437","626582"
"01","009","01","073","AL","Jefferson County","611","1352","24234"
"01","009","01","095","AL","Marshall County","79","168","1919"
"01","009","01","043","AL","Cullman County","70","156","1895"
"01","009","01","115","AL","St Clair County","49","117","1381"
"01","009","01","055","AL","Etowah County","48","118","823"
"01","009","01","117","AL","Shelby County","35","85","1770"
"01","009","01","103","AL","Morgan County","15","39","388"
"01","009","01","049","AL","De Kalb County","14","34","343"
"01","009","01","089","AL","Madison County","13","23","224"
"01","009","58","000","SS","Other Flows - Same State","75","159","2526"
"01","009","59","000","DS","Other Flows - Diff State","236","534","11549"
"01","011","96","000","AL","Bullock County Tot Mig-US & For","156","333","3185"
"01","011","97","000","AL","Bullock County Tot Mig-US","156","333","3185"
"01","011","97","001","AL","Bullock County Tot Mig-Same St","114","237","2365"
"01","011","97","003","AL","Bullock County Tot Mig-Diff St","42","96","820"
"01","011","01","011","AL","Bullock County Non-Migrants","3293","7472","83428"
"01","011","01","101","AL","Montgomery County","27","53","558"
"01","011","01","005","AL","Barbour County","20","42","388"
"01","011","01","087","AL","Macon County","20","46","331"
"01","011","01","109","AL","Pike County","10","27","259"
"01","011","58","000","SS","Other Flows - Same State","37","69","829"
"01","011","59","000","DS","Other Flows - Diff State","42","96","820"
"01","013","96","000","AL","Butler County Tot Mig-US & For","320","641","9651"
"01","013","97","000","AL","Butler County Tot Mig-US","320","641","9651"
"01","013","97","001","AL","Butler County Tot Mig-Same St","187","367","4563"
"01","013","97","003","AL","Butler County Tot Mig-Diff St","133","274","5088"
"01","013","01","013","AL","Butler County Non-Migrants","6950","15989","213533"
"01","013","01","101","AL","Montgomery County","39","76","1171"
"01","013","01","085","AL","Lowndes County","27","55","488"
"01","013","01","041","AL","Crenshaw County","17","31","338"
"01","013","01","035","AL","Conecuh County","16","36","302"
"01","013","01","097","AL","Mobile County","11","20","208"
"01","013","01","039","AL","Covington County","10","17","100"
"01","013","58","000","SS","Other Flows - Same State","67","132","1955"
"01","013","59","000","DS","Other Flows - Diff State","133","274","5088"
"01","015","96","000","AL","Calhoun County Tot Mig-US & For","2198","4636","67327"
"01","015","97","000","AL","Calhoun County Tot Mig-US","2143","4541","66234"
"01","015","97","001","AL","Calhoun County Tot Mig-Same St","1150","2324","31916"
"01","015","97","003","AL","Calhoun County Tot Mig-Diff St","993","2217","34318"
"01","015","98","000","AL","Calhoun County Tot Mig-Foreign","55","95","1093"
"01","015","01","015","AL","Calhoun County Non-Migrants","40813","90972","1502757"
"01","015","01","121","AL","Talladega County","234","486","6329"
"01","015","01","055","AL","Etowah County","207","443","5564"
"01","015","01","073","AL","Jefferson County","119","216","3701"
"01","015","01","029","AL","Cleburne County","81","185","1979"
"01","015","01","115","AL","St Clair County","77","154","2154"
"01","015","01","027","AL","Clay County","45","81","978"
"01","015","01","019","AL","Cherokee County","39","76","817"
"01","015","01","089","AL","Madison County","32","58","999"
"01","015","01","081","AL","Lee County","28","49","912"
"01","015","01","111","AL","Randolph County","27","54","620"
"01","015","57","005","FR","Foreign - APO/FPO ZIPs","25","57","859"
"01","015","01","117","AL","Shelby County","24","43","1062"
"01","015","01","095","AL","Marshall County","23","36","445"
"01","015","01","101","AL","Montgomery County","21","45","828"
"01","015","01","049","AL","De Kalb County","20","35","354"
"01","015","01","125","AL","Tuscaloosa County","19","38","367"
"01","015","13","067","GA","Cobb County","19","40","807"
"01","015","13","121","GA","Fulton County","18","37","529"
"01","015","13","135","GA","Gwinnett County","17","34","462"
"01","015","01","003","AL","Baldwin County","13","28","347"
"01","015","01","097","AL","Mobile County","12","27","395"
"01","015","48","201","TX","Harris County","11","26","613"
"01","015","48","215","TX","Hidalgo County","11","34","139"
"01","015","01","123","AL","Tallapoosa County","10","17","215"
"01","015","13","045","GA","Carroll County","10","20","164"
"01","015","13","089","GA","De Kalb County","10","17","266"
"01","015","13","215","GA","Muscogee County","10","24","233"
"01","015","58","000","SS","Other Flows - Same State","119","253","3851"
"01","015","59","000","DS","Other Flows - Diff State","887","1985","31107"
"01","015","59","001","DS","Other Flows - Northeast","63","139","2199"
"01","015","59","003","DS","Other Flows - Midwest","159","376","6027"
"01","015","59","005","DS","Other Flows - South","560","1228","19077"
"01","015","59","007","DS","Other Flows - West","105","242","3804"
"01","015","57","009","FR","Foreign - Other flows","30","38","234"
"01","017","96","000","AL","Chambers County Tot Mig-US & For","738","1517","19174"
