"State_Code_Dest","County_Code_Dest","State_Code_Origin","County_Code_Origin","State_Abbrv","State_Name","Return_Num","Exmpt_Num","Aggr_AGI"
"00","000","96","000","US","US Total Mig - US & For",3392164,6244600,167151511
"00","000","97","000","US","US Total Mig - US",3169383,5913702,161029631
"00","000","98","000","US","US Total Mig - Foreign",222781,330898,6121881
"01","000","96","000","AL","AL Total Mig - US & For",49164,101331,2208428
"01","000","97","000","AL","AL Total Mig - US",47122,97786,2137968
"01","000","98","000","AL","AL Total Mig - Foreign",2042,3545,70460
"01","000","01","000","AL","AL Non-Migrants",1612276,3579529,83887827
"01","000","13","000","GA","GEORGIA",7933,16756,324991
"01","000","12","000","FL","FLORIDA",7880,15773,305938
"01","000","47","000","TN","TENNESSEE",3649,7359,155490
"01","000","28","000","MS","MISSISSIPPI",3075,6351,126767
"01","000","48","000","TX","TEXAS",2780,6120,149980
"01","000","57","000","FR","Foreign",2042,3545,70460
"01","000","06","000","CA","CALIFORNIA",1726,3556,83006
"01","000","37","000","NC","NORTH CAROLINA",1544,3171,69630
"01","000","51","000","VA","VIRGINIA",1470,3244,94131
"01","000","22","000","LA","LOUISIANA",1395,2895,65347
"01","000","26","000","MI","MICHIGAN",1344,2744,51725
"01","000","39","000","OH","OHIO",1188,2420,54020
"01","000","17","000","IL","ILLINOIS",1146,2252,46266
"01","000","36","000","NY","NEW YORK",1137,2150,46992
"01","000","45","000","SC","SOUTH CAROLINA",886,1901,43686
"01","000","21","000","KY","KENTUCKY",800,1770,35838
"01","000","18","000","IN","INDIANA",752,1564,76067
"01","000","29","000","MO","MISSOURI",679,1463,36745
"01","000","42","000","PA","PENNSYLVANIA",634,1291,35132
"01","000","08","000","CO","COLORADO",532,1115,28407
"01","000","53","000","WA","WASHINGTON",532,1244,26061
"01","000","04","000","AZ","ARIZONA",528,1077,23123
"01","000","24","000","MD","MARYLAND",524,1070,30756
"01","000","05","000","AR","ARKANSAS",456,986,17315
"01","000","40","000","OK","OKLAHOMA",417,901,16892
"01","000","34","000","NJ","NEW JERSEY",398,784,20096
"01","000","55","000","WI","WISCONSIN",349,687,14540
"01","000","20","000","KS","KANSAS",299,674,12935
"01","000","25","000","MA","MASSACHUSETTS",295,576,15430
"01","000","32","000","NV","NEVADA",256,536,11449
"01","000","15","000","HI","HAWAII",243,608,10277
"01","000","27","000","MN","MINNESOTA",206,401,10035
"01","000","09","000","CT","CONNECTICUT",198,398,8911
"01","000","19","000","IA","IOWA",190,385,8246
"01","000","02","000","AK","ALASKA",186,476,10876
"01","000","35","000","NM","NEW MEXICO",180,403,8596
"01","000","41","000","OR","OREGON",156,293,6351
"01","000","54","000","WV","WEST VIRGINIA",154,309,6814
"01","000","49","000","UT","UTAH",136,337,6818
"01","000","31","000","NE","NEBRASKA",121,251,6016
"01","000","23","000","ME","MAINE",104,194,4969
"01","000","11","000","DC","DISTRICT OF COLUMBIA",87,138,5384
"01","000","16","000","ID","IDAHO",82,184,3541
"01","000","33","000","NH","NEW HAMPSHIRE",76,165,3707
"01","000","56","000","WY","WYOMING",70,131,3281
"01","000","30","000","MT","MONTANA",66,133,2782
"01","000","10","000","DE","DELAWARE",65,128,2934
"01","000","46","000","SD","SOUTH DAKOTA",57,125,2762
"01","000","44","000","RI","RHODE ISLAND",56,113,3288
"01","000","38","000","ND","NORTH DAKOTA",50,119,2474
"01","000","50","000","VT","VERMONT",35,65,1154
"02","000","96","000","AK","AK Total Mig - US & For",15439,29919,636802
"02","000","97","000","AK","AK Total Mig - US",14760,28573,614947
"02","000","98","000","AK","AK Total Mig - Foreign",679,1346,21856
"02","000","02","000","AK","AK Non-Migrants",237393,505133,15152856
"02","000","06","000","CA","CALIFORNIA",1478,2743,57063
"02","000","53","000","WA","WASHINGTON",1388,2525,56853
"02","000","48","000","TX","TEXAS",1100,2370,61886
"02","000","41","000","OR","OREGON",720,1214,28299
"02","000","12","000","FL","FLORIDA",691,1334,27083
"02","000","57","000","FR","Foreign",679,1346,21856
"02","000","04","000","AZ","ARIZONA",519,990,20514
"02","000","08","000","CO","COLORADO",489,900,22726
"02","000","51","000","VA","VIRGINIA",435,973,21399
"02","000","26","000","MI","MICHIGAN",429,706,15138
"02","000","30","000","MT","MONTANA",381,716,15962
"02","000","37","000","NC","NORTH CAROLINA",370,767,14934
"02","000","13","000","GA","GEORGIA",353,750,12759
"02","000","36","000","NY","NEW YORK",335,576,10906
"02","000","27","000","MN","MINNESOTA",324,549,14915
"02","000","16","000","ID","IDAHO",323,678,14404
"02","000","32","000","NV","NEVADA",301,574,12591
"02","000","40","000","OK","OKLAHOMA",300,733,15192
"02","000","17","000","IL","ILLINOIS",292,521,10609
"02","000","15","000","HI","HAWAII",283,605,10611
"02","000","55","000","WI","WISCONSIN",283,450,10003
"02","000","39","000","OH","OHIO",282,482,9339
"02","000","42","000","PA","PENNSYLVANIA",256,461,9343
"02","000","49","000","UT","UTAH",237,518,11174
"02","000","29","000","MO","MISSOURI",232,493,7581
"02","000","01","000","AL","ALABAMA",219,500,9658
"02","000","47","000","TN","TENNESSEE",213,453,8433
"02","000","35","000","NM","NEW MEXICO",198,384,10369
"02","000","45","000","SC","SOUTH CAROLINA",189,446,7441
"02","000","21","000","KY","KENTUCKY",185,447,7857
"02","000","18","000","IN","INDIANA",176,330,6777
"02","000","24","000","MD","MARYLAND",167,318,7116
"02","000","22","000","LA","LOUISIANA",137,309,7239
"02","000","20","000","KS","KANSAS",134,271,6038
"02","000","56","000","WY","WYOMING",128,227,6399
"02","000","25","000","MA","MASSACHUSETTS",126,222,4878
"02","000","34","000","NJ","NEW JERSEY",117,209,4482
"02","000","05","000","AR","ARKANSAS",115,238,3820
"02","000","23","000","ME","MAINE",114,196,4214
"02","000","31","000","NE","NEBRASKA",100,188,4583
"02","000","19","000","IA","IOWA",99,192,3486
"02","000","28","000","MS","MISSISSIPPI",94,204,3578
"02","000","38","000","ND","NORTH DAKOTA",78,185,3401
"02","000","46","000","SD","SOUTH DAKOTA",77,131,2928
"02","000","09","000","CT","CONNECTICUT",65,98,2130
"02","000","33","000","NH","NEW HAMPSHIRE",61,112,2772
"02","000","50","000","VT","VERMONT",50,63,1663
"02","000","54","000","WV","WEST VIRGINIA",41,71,1292
"02","000","10","000","DE","DELAWARE",35,71,1189
"02","000","11","000","DC","DISTRICT OF COLUMBIA",23,40,1133
"02","000","44","000","RI","RHODE ISLAND",18,40,786
"04","000","96","000","AZ","AZ Total Mig - US & For",104049,195871,5271942
"04","000","97","000","AZ","AZ Total Mig - US",100380,189870,5172293
"04","000","98","000","AZ","AZ Total Mig - Foreign",3669,6001,99649
"04","000","04","000","AZ","AZ Non-Migrants",2011135,4498345,117870446
"04","000","06","000","CA","CALIFORNIA",21810,44639,1052221
"04","000","48","000","TX","TEXAS",6117,11875,314837
"04","000","26","000","MI","MICHIGAN",4601,8158,199946
"04","000","17","000","IL","ILLINOIS",4455,7771,268246
"04","000","53","000","WA","WASHINGTON",4374,8255,238078
"04","000","08","000","CO","COLORADO",4058,7692,221719
"04","000","35","000","NM","NEW MEXICO",4032,8026,144869
"04","000","32","000","NV","NEVADA",3761,7407,185637
"04","000","12","000","FL","FLORIDA",3686,6540,187174
"04","000","57","000","FR","Foreign",3669,6001,99649
"04","000","36","000","NY","NEW YORK",3189,5432,168013
"04","000","39","000","OH","OHIO",2977,5117,158206
"04","000","41","000","OR","OREGON",2370,4338,112563
"04","000","49","000","UT","UTAH",2348,5344,105987
"04","000","27","000","MN","MINNESOTA",2172,3661,235499
"04","000","42","000","PA","PENNSYLVANIA",2147,3669,109493
"04","000","55","000","WI","WISCONSIN",2018,3316,107747
"04","000","29","000","MO","MISSOURI",1674,2984,70370
"04","000","18","000","IN","INDIANA",1652,2979,83021
"04","000","51","000","VA","VIRGINIA",1563,2957,98495
"04","000","37","000","NC","NORTH CAROLINA",1469,2940,71921
"04","000","13","000","GA","GEORGIA",1455,2898,68358
"04","000","34","000","NJ","NEW JERSEY",1430,2493,100630
"04","000","25","000","MA","MASSACHUSETTS",1182,1911,67111
"04","000","19","000","IA","IOWA",1080,1809,64650
"04","000","47","000","TN","TENNESSEE",1068,2085,49829
"04","000","20","000","KS","KANSAS",1042,1967,53041
"04","000","40","000","OK","OKLAHOMA",1015,1975,45845
"04","000","24","000","MD","MARYLAND",1008,1856,60575
"04","000","16","000","ID","IDAHO",960,1947,39469
"04","000","31","000","NE","NEBRASKA",892,1609,50101
"04","000","15","000","HI","HAWAII",836,1665,39232
"04","000","02","000","AK","ALASKA",749,1427,35353
"04","000","09","000","CT","CONNECTICUT",701,1159,50209
"04","000","30","000","MT","MONTANA",647,1136,30017
"04","000","45","000","SC","SOUTH CAROLINA",554,1144,27402
"04","000","21","000","KY","KENTUCKY",543,1042,22911
"04","000","22","000","LA","LOUISIANA",526,1021,39857
"04","000","56","000","WY","WYOMING",509,945,23392
"04","000","05","000","AR","ARKANSAS",506,987,20987
"04","000","01","000","AL","ALABAMA",501,948,23111
"04","000","46","000","SD","SOUTH DAKOTA",461,833,19765
"04","000","33","000","NH","NEW HAMPSHIRE",396,699,20497
"04","000","28","000","MS","MISSISSIPPI",359,722,13443
"04","000","38","000","ND","NORTH DAKOTA",352,607,19308
"04","000","23","000","ME","MAINE",319,555,13169
"04","000","44","000","RI","RHODE ISLAND",177,300,8501
"04","000","54","000","WV","WEST VIRGINIA",174,299,8062
"04","000","50","000","VT","VERMONT",165,252,7254
"04","000","10","000","DE","DELAWARE",162,269,7692
"04","000","11","000","DC","DISTRICT OF COLUMBIA",138,210,8482
"05","000","96","000","AR","AR Total Mig - US & For",33186,68066,1358525
"05","000","97","000","AR","AR Total Mig - US",32204,66464,1335641
"05","000","98","000","AR","AR Total Mig - Foreign",982,1602,22884
"05","000","05","000","AR","AR Non-Migrants",953152,2112481,45094227
"05","000","48","000","TX","TEXAS",5373,11016,230832
"05","000","29","000","MO","MISSOURI",2927,5977,96120
"05","000","40","000","OK","OKLAHOMA",2803,6062,93608
"05","000","06","000","CA","CALIFORNIA",2370,5111,87548
"05","000","47","000","TN","TENNESSEE",1937,3945,71309
"05","000","12","000","FL","FLORIDA",1702,3391,87070
"05","000","22","000","LA","LOUISIANA",1449,3141,62162
"05","000","17","000","IL","ILLINOIS",1189,2325,47465
"05","000","28","000","MS","MISSISSIPPI",1049,2217,46714
"05","000","57","000","FR","Foreign",982,1602,22884
"05","000","13","000","GA","GEORGIA",792,1723,37833
"05","000","20","000","KS","KANSAS",702,1382,31108
"05","000","37","000","NC","NORTH CAROLINA",678,1420,37569
"05","000","04","000","AZ","ARIZONA",667,1310,26250
"05","000","26","000","MI","MICHIGAN",663,1375,22824
"05","000","08","000","CO","COLORADO",509,984,22544
"05","000","18","000","IN","INDIANA",505,1029,18928
"05","000","51","000","VA","VIRGINIA",498,1039,23051
"05","000","01","000","AL","ALABAMA",482,1020,22694
"05","000","39","000","OH","OHIO",471,943,24258
"05","000","55","000","WI","WISCONSIN",410,816,16946
"05","000","36","000","NY","NEW YORK",409,773,19163
"05","000","53","000","WA","WASHINGTON",372,748,16858
"05","000","32","000","NV","NEVADA",323,599,10785
"05","000","27","000","MN","MINNESOTA",314,637,14616
"05","000","19","000","IA","IOWA",313,654,13090
"05","000","21","000","KY","KENTUCKY",308,645,11363
"05","000","42","000","PA","PENNSYLVANIA",286,571,14540
"05","000","45","000","SC","SOUTH CAROLINA",263,562,12723
"05","000","35","000","NM","NEW MEXICO",248,509,9486
"05","000","41","000","OR","OREGON",223,451,7267
"05","000","24","000","MD","MARYLAND",207,429,9958
"05","000","31","000","NE","NEBRASKA",199,433,9790
"05","000","34","000","NJ","NEW JERSEY",180,364,10393
"05","000","49","000","UT","UTAH",178,433,8052
"05","000","02","000","AK","ALASKA",170,361,7887
"05","000","25","000","MA","MASSACHUSETTS",131,240,6085
"05","000","15","000","HI","HAWAII",122,257,4436
"05","000","56","000","WY","WYOMING",99,204,5192
"05","000","09","000","CT","CONNECTICUT",98,210,12444
"05","000","16","000","ID","IDAHO",91,197,2747
"05","000","46","000","SD","SOUTH DAKOTA",75,144,3003
"05","000","54","000","WV","WEST VIRGINIA",68,150,4977
"05","000","23","000","ME","MAINE",66,131,2620
"05","000","30","000","MT","MONTANA",62,109,1634
"05","000","38","000","ND","NORTH DAKOTA",51,115,2335
