"State_Code_Dest","County_Code_Dest","State_Code_Origin","County_Code_Origin","State_Abbrv","State_Name","Return_Num","Exmpt_Num","Aggr_AGI"
"00","000","96","000","US","US Total Mig - US & For","2946646","5775811","99780343"
"00","000","97","000","US","US Total Mig - US","2771108","5467521","96171859"
"00","000","98","000","US","US Total Mig - Foreign","175538","308290","3608483"
"01","000","96","000","AL","AL Total Mig - US & For","43967","95171","1352022"
"01","000","97","000","AL","AL Total Mig - US","42042","91072","1306032"
"01","000","98","000","AL","AL Total Mig - Foreign","1925","4099","45989"
"01","000","01","000","AL","AL Non-Migrants","1424386","3271520","49296909"
"01","000","13","000","GA","GEORGIA","6771","14342","193249"
"01","000","12","000","FL","FLORIDA","6116","12814","167435"
"01","000","47","000","TN","TENNESSEE","3117","6511","97880"
"01","000","48","000","TX","TEXAS","2777","6507","93228"
"01","000","28","000","MS","MISSISSIPPI","2614","5499","74784"
"01","000","57","000","FR","Foreign - Total","1925","4099","45989"
"01","000","06","000","CA","CALIFORNIA","1853","4053","54231"
"01","000","22","000","LA","LOUISIANA","1526","3361","49691"
"01","000","37","000","NC","NORTH CAROLINA","1489","3307","49110"
"01","000","51","000","VA","VIRGINIA","1360","3186","61213"
"01","000","17","000","IL","ILLINOIS","1207","2647","39441"
"01","000","39","000","OH","OHIO","1114","2362","38113"
"01","000","36","000","NY","NEW YORK","1112","2240","30202"
"01","000","26","000","MI","MICHIGAN","913","1860","24938"
"01","000","45","000","SC","SOUTH CAROLINA","911","2077","31264"
"01","000","21","000","KY","KENTUCKY","739","1594","22450"
"01","000","18","000","IN","INDIANA","736","1585","21890"
"01","000","42","000","PA","PENNSYLVANIA","566","1293","23342"
"01","000","08","000","CO","COLORADO","559","1294","17356"
"01","000","29","000","MO","MISSOURI","498","1122","16871"
"01","000","24","000","MD","MARYLAND","472","985","17244"
"01","000","05","000","AR","ARKANSAS","457","985","14845"
"01","000","40","000","OK","OKLAHOMA","436","974","11953"
"01","000","34","000","NJ","NEW JERSEY","399","884","14717"
"01","000","53","000","WA","WASHINGTON","396","913","11430"
"01","000","04","000","AZ","ARIZONA","384","845","12166"
"01","000","20","000","KS","KANSAS","360","852","12201"
"01","000","25","000","MA","MASSACHUSETTS","287","578","9396"
"01","000","55","000","WI","WISCONSIN","283","574","9810"
"01","000","15","000","HI","HAWAII","271","648","8264"
"01","000","54","000","WV","WEST VIRGINIA","228","524","8249"
"01","000","09","000","CT","CONNECTICUT","220","458","9954"
"01","000","35","000","NM","NEW MEXICO","203","515","6629"
"01","000","32","000","NV","NEVADA","167","342","4888"
"01","000","02","000","AK","ALASKA","165","407","5774"
"01","000","19","000","IA","IOWA","164","328","4766"
"01","000","27","000","MN","MINNESOTA","153","338","5840"
"01","000","41","000","OR","OREGON","129","272","3547"
"01","000","49","000","UT","UTAH","120","301","3758"
"01","000","31","000","NE","NEBRASKA","117","281","4444"
"01","000","10","000","DE","DELAWARE","75","159","2217"
"01","000","23","000","ME","MAINE","74","140","2135"
"01","000","33","000","NH","NEW HAMPSHIRE","72","154","2853"
"01","000","30","000","MT","MONTANA","67","144","1787"
"01","000","11","000","DC","DISTRICT OF COLUMBIA","65","120","1848"
"01","000","56","000","WY","WYOMING","62","146","1918"
"01","000","16","000","ID","IDAHO","58","144","1527"
"01","000","38","000","ND","NORTH DAKOTA","53","121","1500"
