"State_Code_Dest","County_Code_Dest","State_Code_Origin","County_Code_Origin","State_Abbrv","State_Name","Return_Num","Exmpt_Num","Aggr_AGI"
"00","000","96","000","US","US Total Mig - US & For","3112527","5911033","129425205"
"00","000","97","000","US","US Total Mig - US","2907830","5579018","124701118"
"00","000","98","000","US","US Total Mig - Foreign","204697","332015","4724087"
"01","000","96","000","AL","AL Total Mig - US & For","42907","90605","1534803"
"01","000","97","000","AL","AL Total Mig - US","40703","86386","1485499"
"01","000","98","000","AL","AL Total Mig - Foreign","2204","4219","49303"
"01","000","01","000","AL","AL Non-Migrants","1478696","3342311","56633730"
"01","000","13","000","GA","GEORGIA","6522","13736","237181"
"01","000","12","000","FL","FLORIDA","5891","12150","195414"
"01","000","47","000","TN","TENNESSEE","3232","6615","112643"
"01","000","28","000","MS","MISSISSIPPI","2771","5857","91439"
"01","000","48","000","TX","TEXAS","2714","6086","102846"
"01","000","57","000","FR","Foreign","2204","4219","49303"
"01","000","06","000","CA","CALIFORNIA","1525","3226","55529"
"01","000","22","000","LA","LOUISIANA","1458","3178","56393"
"01","000","37","000","NC","NORTH CAROLINA","1426","3041","51465"
"01","000","51","000","VA","VIRGINIA","1244","2857","55050"
"01","000","17","000","IL","ILLINOIS","1161","2447","47247"
"01","000","36","000","NY","NEW YORK","1053","2063","33855"
"01","000","39","000","OH","OHIO","1049","2285","37473"
"01","000","26","000","MI","MICHIGAN","879","1726","30395"
"01","000","45","000","SC","SOUTH CAROLINA","802","1723","31437"
"01","000","21","000","KY","KENTUCKY","753","1622","26889"
"01","000","18","000","IN","INDIANA","708","1471","25492"
"01","000","29","000","MO","MISSOURI","632","1397","26021"
"01","000","42","000","PA","PENNSYLVANIA","548","1089","29899"
"01","000","08","000","CO","COLORADO","494","1045","18656"
"01","000","05","000","AR","ARKANSAS","481","1055","17736"
"01","000","40","000","OK","OKLAHOMA","436","921","15541"
"01","000","24","000","MD","MARYLAND","417","887","17231"
"01","000","53","000","WA","WASHINGTON","413","922","14555"
"01","000","04","000","AZ","ARIZONA","374","790","12675"
"01","000","34","000","NJ","NEW JERSEY","367","756","16061"
"01","000","20","000","KS","KANSAS","306","740","11368"
"01","000","55","000","WI","WISCONSIN","277","562","10930"
"01","000","15","000","HI","HAWAII","274","718","9671"
"01","000","25","000","MA","MASSACHUSETTS","261","505","9948"
"01","000","35","000","NM","NEW MEXICO","216","500","7222"
"01","000","02","000","AK","ALASKA","193","531","6957"
"01","000","09","000","CT","CONNECTICUT","189","378","7302"
"01","000","27","000","MN","MINNESOTA","164","353","6988"
"01","000","54","000","WV","WEST VIRGINIA","162","309","5188"
"01","000","19","000","IA","IOWA","155","337","6275"
"01","000","32","000","NV","NEVADA","145","315","5710"
"01","000","41","000","OR","OREGON","142","310","6126"
"01","000","49","000","UT","UTAH","133","310","5613"
"01","000","31","000","NE","NEBRASKA","127","278","4594"
"01","000","10","000","DE","DELAWARE","74","154","2871"
"01","000","11","000","DC","DISTRICT OF COLUMBIA","68","126","2975"
"01","000","56","000","WY","WYOMING","65","154","2420"
"01","000","23","000","ME","MAINE","61","129","2002"
"01","000","16","000","ID","IDAHO","57","121","1843"
"01","000","30","000","MT","MONTANA","57","149","2020"
"01","000","38","000","ND","NORTH DAKOTA","57","140","2116"
"01","000","33","000","NH","NEW HAMPSHIRE","55","90","2676"
"01","000","46","000","SD","SOUTH DAKOTA","47","104","1455"
"01","000","44","000","RI","RHODE ISLAND","39","84","1386"
"01","000","50","000","VT","VERMONT","29","44","720"
"02","000","96","000","AK","AK Total Mig - US & For","13994","28207","426688"
"02","000","97","000","AK","AK Total Mig - US","13311","26667","408987"
"02","000","98","000","AK","AK Total Mig - Foreign","683","1540","17701"
"02","000","02","000","AK","AK Non-Migrants","200079","447947","10160128"
"02","000","53","000","WA","WASHINGTON","1652","3168","54578"
"02","000","06","000","CA","CALIFORNIA","1505","2888","49783"
"02","000","48","000","TX","TEXAS","857","1924","32955"
"02","000","41","000","OR","OREGON","734","1318","20275"
"02","000","57","000","FR","Foreign","683","1540","17701"
"02","000","12","000","FL","FLORIDA","514","1077","14907"
"02","000","08","000","CO","COLORADO","487","914","15856"
"02","000","04","000","AZ","ARIZONA","428","790","13687"
"02","000","37","000","NC","NORTH CAROLINA","391","963","10287"
"02","000","13","000","GA","GEORGIA","375","887","10360"
"02","000","16","000","ID","IDAHO","357","764","11828"
"02","000","30","000","MT","MONTANA","320","606","9876"
"02","000","36","000","NY","NEW YORK","306","587","8791"
"02","000","51","000","VA","VIRGINIA","264","611","8606"
"02","000","26","000","MI","MICHIGAN","253","442","6959"
"02","000","35","000","NM","NEW MEXICO","242","527","8314"
"02","000","15","000","HI","HAWAII","241","520","6765"
"02","000","40","000","OK","OKLAHOMA","239","538","6712"
"02","000","42","000","PA","PENNSYLVANIA","231","355","5926"
"02","000","32","000","NV","NEVADA","226","407","7510"
"02","000","27","000","MN","MINNESOTA","225","371","6777"
"02","000","39","000","OH","OHIO","225","411","6933"
