"State_Code_Dest","County_Code_Dest","State_Code_Origin","County_Code_Origin","State_Abbrv","State_Name","Return_Num","Exmpt_Num","Aggr_AGI"
"01","000","96","000","XX","Alabama","47503","106325","1308623"
"01","000","13","000","Ga","Georgia","6574","14353","166510"
"01","000","12","000","Fl","Florida","6440","13881","154216"
"01","000","57","000","FR","Foreign","3350","7631","81179"
"01","000","48","000","Tx","Texas","3107","7479","98292"
"01","000","47","000","Tn","Tennessee","2936","6248","81977"
"01","000","28","000","Ms","Mississippi","2610","5716","63472"
"01","000","06","000","Ca","California","2353","5310","71035"
"01","000","22","000","La","Louisiana","1740","3956","54036"
"01","000","37","000","NC","North Carolina","1515","3392","41530"
"01","000","51","000","Va","Virginia","1451","3517","46705"
"01","000","17","000","Il","Illinois","1271","2793","37267"
"01","000","36","000","NY","New York","1169","2365","31320"
"01","000","45","000","SC","South Carolina","1068","2586","31254"
"01","000","39","000","Oh","Ohio","1060","2277","30652"
"01","000","26","000","Mi","Michigan","1032","2159","24026"
"01","000","21","000","Ky","Kentucky","775","1821","22712"
"01","000","18","000","In","Indiana","692","1491","17070"
"01","000","42","000","Pa","Pennsylvania","672","1495","22105"
"01","000","29","000","Mo","Missouri","576","1330","17370"
"01","000","24","000","Md","Maryland","548","1240","19134"
"01","000","08","000","Co","Colorado","502","1202","16229"
"01","000","05","000","Ar","Arkansas","501","1140","13489"
"01","000","40","000","Ok","Oklahoma","485","1154","12972"
"01","000","34","000","NJ","New Jersey","459","1049","17202"
"01","000","53","000","Wa","Washington","439","981","11509"
"01","000","20","000","Ks","Kansas","389","1041","12517"
"01","000","25","000","Ma","Massachusetts","365","770","12257"
"01","000","04","000","Az","Arizona","355","770","9584"
"01","000","15","000","Hi","Hawaii","337","883","9368"
"01","000","55","000","Wi","Wisconsin","283","619","8561"
"01","000","02","000","Ak","Alaska","236","642","7453"
"01","000","09","000","Ct","Connecticut","208","459","6993"
"01","000","35","000","NM","New Mexico","187","464","6106"
"01","000","54","000","WV","West Virginia","182","426","5611"
"01","000","31","000","Ne","Nebraska","172","450","5753"
"01","000","27","000","Mn","Minnesota","170","337","4709"
"01","000","32","000","Nv","Nevada","159","341","3362"
"01","000","19","000","Ia","Iowa","154","343","4814"
"01","000","49","000","Ut","Utah","119","302","4092"
"01","000","23","000","Me","Maine","110","264","3354"
"01","000","41","000","Or","Oregon","99","208","2473"
"01","000","33","000","NH","New Hampshire","97","182","3058"
"01","000","10","000","De","Delaware","81","162","2433"
"01","000","38","000","ND","North Dakota","76","170","2061"
