y2_state,y2_state_name,y2_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI
,,00,96,US+FO,Total Migration-US and Foreign,3257786,5968295,150792531
,,00,97,US,Total Migration-US,3026084,5635916,145006738
,,00,98,FO,Total Migration-Foreign,231702,332379,5785793
AL,Alabama,01,96,US+FO,Total Migration-US and Foreign,47239,97426,2035450
AL,Alabama,01,97,US,Total Migration-US,45438,94246,1981845
AL,Alabama,01,98,FO,Total Migration-Foreign,1801,3180,53605
AL,Alabama,01,01,AL,Alabama,1632467,3629748,83764352
AL,Alabama,01,13,GA,Georgia,7680,16153,288562
AL,Alabama,01,12,FL,Florida,7075,13960,274399
AL,Alabama,01,47,TN,Tennessee,3470,6928,156233
AL,Alabama,01,28,MS,Mississippi,2991,6139,115773
AL,Alabama,01,48,TX,Texas,2829,6226,142592
AL,Alabama,01,57,FR,Foreign,1801,3180,53605
AL,Alabama,01,06,CA,California,1748,3581,80865
AL,Alabama,01,37,NC,North Carolina,1615,3525,69253
AL,Alabama,01,51,VA,Virginia,1471,3178,91428
AL,Alabama,01,22,LA,Louisiana,1249,2606,61937
AL,Alabama,01,26,MI,Michigan,1233,2606,44363
AL,Alabama,01,39,OH,Ohio,1134,2270,51186
AL,Alabama,01,17,IL,Illinois,1048,2105,47937
AL,Alabama,01,36,NY,New York,1037,2027,42898
AL,Alabama,01,45,SC,South Carolina,949,2072,43219
AL,Alabama,01,21,KY,Kentucky,791,1680,31950
AL,Alabama,01,18,IN,Indiana,746,1525,31189
AL,Alabama,01,29,MO,Missouri,653,1321,28602
AL,Alabama,01,24,MD,Maryland,579,1202,35009
AL,Alabama,01,42,PA,Pennsylvania,566,1178,31052
AL,Alabama,01,08,CO,Colorado,524,1213,28200
AL,Alabama,01,53,WA,Washington,500,1109,23199
AL,Alabama,01,04,AZ,Arizona,496,1089,24243
AL,Alabama,01,05,AR,Arkansas,458,970,20048
AL,Alabama,01,34,NJ,New Jersey,375,733,20845
AL,Alabama,01,40,OK,Oklahoma,357,771,13391
AL,Alabama,01,20,KS,Kansas,347,766,15162
AL,Alabama,01,55,WI,Wisconsin,329,672,13717
AL,Alabama,01,15,HI,Hawaii,296,696,13894
AL,Alabama,01,32,NV,Nevada,272,555,12239
AL,Alabama,01,25,MA,Massachusetts,256,476,11950
AL,Alabama,01,27,MN,Minnesota,239,449,9501
AL,Alabama,01,02,AK,Alaska,218,542,10688
AL,Alabama,01,35,NM,New Mexico,211,475,11870
AL,Alabama,01,09,CT,Connecticut,201,368,10058
AL,Alabama,01,19,IA,Iowa,193,389,11707
AL,Alabama,01,49,UT,Utah,173,406,8711
AL,Alabama,01,41,OR,Oregon,158,331,7014
AL,Alabama,01,31,NE,Nebraska,148,321,9912
AL,Alabama,01,54,WV,West Virginia,144,304,6513
AL,Alabama,01,23,ME,Maine,85,152,2921
AL,Alabama,01,33,NH,New Hampshire,80,143,3453
AL,Alabama,01,30,MT,Montana,79,157,3101
AL,Alabama,01,16,ID,Idaho,73,172,2826
AL,Alabama,01,10,DE,Delaware,66,133,3425
AL,Alabama,01,11,DC,District of Columbia,59,90,3677
AL,Alabama,01,56,WY,Wyoming,55,102,2465
AL,Alabama,01,44,RI,Rhode Island,50,78,2303
AL,Alabama,01,46,SD,South Dakota,49,113,2443
AL,Alabama,01,38,ND,North Dakota,45,113,2269
AL,Alabama,01,50,VT,Vermont,38,76,1655
AK,Alaska,02,96,US+FO,Total Migration-US and Foreign,16202,32284,677409
AK,Alaska,02,97,US,Total Migration-US,15576,30990,652563
AK,Alaska,02,98,FO,Total Migration-Foreign,626,1294,24845
AK,Alaska,02,02,AK,Alaska,245092,515097,16363432
AK,Alaska,02,06,CA,California,1626,3207,59576
AK,Alaska,02,53,WA,Washington,1510,2680,60723
AK,Alaska,02,48,TX,Texas,1119,2443,68281
AK,Alaska,02,12,FL,Florida,775,1580,28721
AK,Alaska,02,41,OR,Oregon,724,1294,27173
AK,Alaska,02,57,FR,Foreign,626,1294,24845
AK,Alaska,02,08,CO,Colorado,596,1087,26201
AK,Alaska,02,04,AZ,Arizona,589,1175,26472
AK,Alaska,02,37,NC,North Carolina,466,1082,17348
AK,Alaska,02,13,GA,Georgia,414,942,15072
AK,Alaska,02,26,MI,Michigan,391,673,14086
AK,Alaska,02,30,MT,Montana,375,670,15514
AK,Alaska,02,27,MN,Minnesota,374,670,13809
AK,Alaska,02,51,VA,Virginia,369,827,18242
AK,Alaska,02,16,ID,Idaho,358,751,16471
AK,Alaska,02,36,NY,New York,357,592,11439
AK,Alaska,02,32,NV,Nevada,330,632,13012
AK,Alaska,02,15,HI,Hawaii,329,737,13501
AK,Alaska,02,39,OH,Ohio,295,527,11611
AK,Alaska,02,49,UT,Utah,278,599,12732
AK,Alaska,02,55,WI,Wisconsin,273,573,9839
AK,Alaska,02,42,PA,Pennsylvania,266,460,10522
AK,Alaska,02,17,IL,Illinois,250,424,9248
AK,Alaska,02,40,OK,Oklahoma,239,532,11646
AK,Alaska,02,29,MO,Missouri,236,538,8350
AK,Alaska,02,45,SC,South Carolina,222,490,8980
AK,Alaska,02,47,TN,Tennessee,192,398,8932
AK,Alaska,02,35,NM,New Mexico,188,399,7607
AK,Alaska,02,01,AL,Alabama,177,423,7571
AK,Alaska,02,20,KS,Kansas,173,431,7236
AK,Alaska,02,18,IN,Indiana,166,319,7578
AK,Alaska,02,22,LA,Louisiana,164,400,7664
AK,Alaska,02,24,MD,Maryland,153,312,6811
AK,Alaska,02,21,KY,Kentucky,148,345,9303
AK,Alaska,02,25,MA,Massachusetts,142,232,5939
AK,Alaska,02,05,AR,Arkansas,141,304,5536
AK,Alaska,02,31,NE,Nebraska,129,283,4924
AK,Alaska,02,28,MS,Mississippi,118,242,5087
AK,Alaska,02,34,NJ,New Jersey,110,211,4416
AK,Alaska,02,19,IA,Iowa,109,212,4359
AK,Alaska,02,38,ND,North Dakota,107,223,4682
AK,Alaska,02,56,WY,Wyoming,107,195,6178
AK,Alaska,02,46,SD,South Dakota,99,220,4894
AK,Alaska,02,23,ME,Maine,98,161,3638
AK,Alaska,02,33,NH,New Hampshire,69,112,2322
AK,Alaska,02,09,CT,Connecticut,54,95,1868
AK,Alaska,02,54,WV,West Virginia,54,94,2245
AK,Alaska,02,50,VT,Vermont,48,69,1706
AK,Alaska,02,44,RI,Rhode Island,25,45,995
AK,Alaska,02,10,DE,Delaware,22,50,1027
AK,Alaska,02,11,DC,District of Columbia,22,30,1478
AZ,Arizona,04,96,US+FO,Total Migration-US and Foreign,93472,174730,4350498
AZ,Arizona,04,97,US,Total Migration-US,90321,169396,4248647
AZ,Arizona,04,98,FO,Total Migration-Foreign,3151,5334,101851
AZ,Arizona,04,04,AZ,Arizona,2080423,4657503,114766996
AZ,Arizona,04,06,CA,California,18104,35324,855364
AZ,Arizona,04,48,TX,Texas,5546,11003,268751
AZ,Arizona,04,53,WA,Washington,4310,7846,204947
