y2_state,y2_state_name,y2_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI
,,00,96,US+FO,Total Migration-US and Foreign,3389058,6423519,160495757
,,00,97,US,Total Migration-US,3185724,6107560,155248779
,,00,98,FO,Total Migration-Foreign,203334,315959,5246978
AL,Alabama,01,96,US+FO,Total Migration-US and Foreign,50559,107035,2081781
AL,Alabama,01,97,US,Total Migration-US,48321,102847,2019159
AL,Alabama,01,98,FO,Total Migration-Foreign,2238,4188,62622
AL,Alabama,01,01,AL,AL Non-migrants,1507515,3400241,73090981
AL,Alabama,01,12,FL,Florida,7413,14920,298516
AL,Alabama,01,13,GA,Georgia,7367,15776,292739
AL,Alabama,01,28,MS,Mississippi,3879,8141,145309
AL,Alabama,01,22,LA,Louisiana,3559,7710,121454
AL,Alabama,01,47,TN,Tennessee,3496,7071,142617
AL,Alabama,01,48,TX,Texas,2765,6225,128270
AL,Alabama,01,57,FR,Foreign,2238,4188,62622
AL,Alabama,01,06,CA,California,1851,3957,83527
AL,Alabama,01,37,NC,North Carolina,1481,3244,67026
AL,Alabama,01,51,VA,Virginia,1442,3277,80152
AL,Alabama,01,39,OH,Ohio,1165,2463,50059
AL,Alabama,01,26,MI,Michigan,1153,2513,45426
AL,Alabama,01,36,NY,New York,1128,2138,42042
AL,Alabama,01,17,IL,Illinois,1107,2329,50458
AL,Alabama,01,45,SC,South Carolina,840,1786,36608
AL,Alabama,01,21,KY,Kentucky,782,1761,30492
AL,Alabama,01,18,IN,Indiana,739,1580,33552
AL,Alabama,01,29,MO,Missouri,626,1366,27390
AL,Alabama,01,42,PA,Pennsylvania,590,1182,30561
AL,Alabama,01,24,MD,Maryland,535,1163,30808
AL,Alabama,01,05,AR,Arkansas,522,1137,20284
AL,Alabama,01,08,CO,Colorado,508,1121,23060
AL,Alabama,01,04,AZ,Arizona,505,1182,25176
AL,Alabama,01,53,WA,Washington,451,1054,21353
AL,Alabama,01,34,NJ,New Jersey,416,865,19972
AL,Alabama,01,40,OK,Oklahoma,413,930,16879
AL,Alabama,01,55,WI,Wisconsin,333,685,13904
AL,Alabama,01,25,MA,Massachusetts,313,633,14758
AL,Alabama,01,15,HI,Hawaii,284,759,11321
AL,Alabama,01,20,KS,Kansas,273,667,11142
AL,Alabama,01,32,NV,Nevada,226,491,10082
AL,Alabama,01,09,CT,Connecticut,198,406,9658
AL,Alabama,01,27,MN,Minnesota,183,362,7427
AL,Alabama,01,35,NM,New Mexico,175,432,7823
AL,Alabama,01,02,AK,Alaska,170,404,6633
AL,Alabama,01,19,IA,Iowa,167,353,6533
AL,Alabama,01,49,UT,Utah,147,370,7316
AL,Alabama,01,54,WV,West Virginia,144,291,5911
AL,Alabama,01,41,OR,Oregon,139,287,4201
AL,Alabama,01,31,NE,Nebraska,135,331,6437
AL,Alabama,01,16,ID,Idaho,92,220,3658
AL,Alabama,01,23,ME,Maine,81,158,3145
AL,Alabama,01,11,DC,District of Columbia,79,111,3577
AL,Alabama,01,33,NH,New Hampshire,72,146,3326
AL,Alabama,01,10,DE,Delaware,69,148,3632
AL,Alabama,01,30,MT,Montana,68,152,2538
AL,Alabama,01,56,WY,Wyoming,64,137,2475
AL,Alabama,01,38,ND,North Dakota,61,153,2349
AL,Alabama,01,46,SD,South Dakota,47,107,1823
AL,Alabama,01,44,RI,Rhode Island,41,95,4361
AL,Alabama,01,50,VT,Vermont,27,58,1403
AK,Alaska,02,96,US+FO,Total Migration-US and Foreign,15351,30137,567834
AK,Alaska,02,97,US,Total Migration-US,14616,28630,544572
AK,Alaska,02,98,FO,Total Migration-Foreign,735,1507,23262
AK,Alaska,02,02,AK,AK Non-migrants,226280,489608,13057848
AK,Alaska,02,53,WA,Washington,1588,2949,61174
AK,Alaska,02,06,CA,California,1394,2507,50287
AK,Alaska,02,48,TX,Texas,1037,2178,44899
AK,Alaska,02,41,OR,Oregon,754,1388,24142
AK,Alaska,02,57,FR,Foreign,735,1507,23262
AK,Alaska,02,12,FL,Florida,658,1344,22519
AK,Alaska,02,37,NC,North Carolina,594,1344,19714
AK,Alaska,02,04,AZ,Arizona,522,979,26346
AK,Alaska,02,08,CO,Colorado,521,985,22042
AK,Alaska,02,13,GA,Georgia,410,942,14851
AK,Alaska,02,16,ID,Idaho,350,711,12121
AK,Alaska,02,36,NY,New York,341,592,9298
AK,Alaska,02,30,MT,Montana,330,620,13421
AK,Alaska,02,51,VA,Virginia,325,698,12782
AK,Alaska,02,26,MI,Michigan,303,510,9305
AK,Alaska,02,27,MN,Minnesota,299,473,10204
AK,Alaska,02,32,NV,Nevada,295,601,13263
AK,Alaska,02,39,OH,Ohio,278,476,9681
AK,Alaska,02,49,UT,Utah,276,656,10333
AK,Alaska,02,15,HI,Hawaii,270,591,8930
AK,Alaska,02,17,IL,Illinois,254,467,9682
AK,Alaska,02,40,OK,Oklahoma,236,549,9527
AK,Alaska,02,42,PA,Pennsylvania,231,400,6732
AK,Alaska,02,29,MO,Missouri,218,453,7774
AK,Alaska,02,55,WI,Wisconsin,216,347,7107
AK,Alaska,02,35,NM,New Mexico,198,416,8227
AK,Alaska,02,22,LA,Louisiana,196,419,6809
AK,Alaska,02,01,AL,Alabama,187,433,7571
AK,Alaska,02,45,SC,South Carolina,186,391,6511
AK,Alaska,02,20,KS,Kansas,167,399,6112
AK,Alaska,02,47,TN,Tennessee,164,345,5612
AK,Alaska,02,25,MA,Massachusetts,160,263,6550
AK,Alaska,02,24,MD,Maryland,154,332,7719
AK,Alaska,02,21,KY,Kentucky,135,315,4800
AK,Alaska,02,56,WY,Wyoming,129,248,5370
AK,Alaska,02,18,IN,Indiana,127,228,3969
AK,Alaska,02,28,MS,Mississippi,118,267,4841
AK,Alaska,02,34,NJ,New Jersey,118,220,4070
AK,Alaska,02,38,ND,North Dakota,111,217,3986
AK,Alaska,02,05,AR,Arkansas,105,232,3689
AK,Alaska,02,31,NE,Nebraska,103,212,4257
AK,Alaska,02,46,SD,South Dakota,95,174,2674
AK,Alaska,02,19,IA,Iowa,92,137,3778
AK,Alaska,02,23,ME,Maine,82,148,2713
AK,Alaska,02,09,CT,Connecticut,63,100,2112
AK,Alaska,02,33,NH,New Hampshire,59,85,1927
AK,Alaska,02,54,WV,West Virginia,46,80,1452
AK,Alaska,02,50,VT,Vermont,39,59,948
AK,Alaska,02,10,DE,Delaware,38,74,1172
AK,Alaska,02,11,DC,District of Columbia,23,36,860
AK,Alaska,02,44,RI,Rhode Island,21,40,710
AZ,Arizona,04,96,US+FO,Total Migration-US and Foreign,121141,237363,5902351
AZ,Arizona,04,97,US,Total Migration-US,117628,231452,5797943
AZ,Arizona,04,98,FO,Total Migration-Foreign,3513,5911,104407
AZ,Arizona,04,04,AZ,AZ Non-migrants,1810226,4086665,102703805
AZ,Arizona,04,06,CA,California,32697,71651,1622949
AZ,Arizona,04,48,TX,Texas,6582,13300,308573
AZ,Arizona,04,17,IL,Illinois,5312,9729,298696
AZ,Arizona,04,53,WA,Washington,4709,8719,228700
AZ,Arizona,04,35,NM,New Mexico,4340,9202,145918
AZ,Arizona,04,08,CO,Colorado,4301,8110,220874
AZ,Arizona,04,32,NV,Nevada,4188,8351,204685
AZ,Arizona,04,12,FL,Florida,3987,7227,206651
AZ,Arizona,04,36,NY,New York,3823,6847,194586
AZ,Arizona,04,57,FR,Foreign,3513,5911,104407
AZ,Arizona,04,26,MI,Michigan,3468,6199,161119
AZ,Arizona,04,39,OH,Ohio,3303,5744,148583
AZ,Arizona,04,41,OR,Oregon,2714,5110,123711
AZ,Arizona,04,49,UT,Utah,2528,5782,97786
AZ,Arizona,04,27,MN,Minnesota,2416,4172,152438
AZ,Arizona,04,42,PA,Pennsylvania,2390,4123,125000
AZ,Arizona,04,55,WI,Wisconsin,2166,3748,107060
AZ,Arizona,04,34,NJ,New Jersey,1856,3527,121694
AZ,Arizona,04,18,IN,Indiana,1825,3316,92391
AZ,Arizona,04,51,VA,Virginia,1820,3501,122856
AZ,Arizona,04,29,MO,Missouri,1639,2984,95194
