y2_state,y2_state_name,y2_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI
,,00,96,US+FO,Total Migration-US and Foreign,3112527,5911033,129425205
,,00,97,US,Total Migration-US,2907830,5579018,124701118
,,00,98,FO,Total Migration-Foreign,204697,332015,4724087
AL,Alabama,01,96,US+FO,Total Migration-US and Foreign,42907,90605,1534803
AL,Alabama,01,97,US,Total Migration-US,40703,86386,1485499
AL,Alabama,01,98,FO,Total Migration-Foreign,2204,4219,49303
AL,Alabama,01,01,AL,AL Non-migrants,1478696,3342311,56633730
AL,Alabama,01,13,GA,Georgia,6522,13736,237181
AL,Alabama,01,12,FL,Florida,5891,12150,195414
AL,Alabama,01,47,TN,Tennessee,3232,6615,112643
AL,Alabama,01,28,MS,Mississippi,2771,5857,91439
AL,Alabama,01,48,TX,Texas,2714,6086,102846
AL,Alabama,01,57,FR,Foreign,2204,4219,49303
AL,Alabama,01,06,CA,California,1525,3226,55529
AL,Alabama,01,22,LA,Louisiana,1458,3178,56393
AL,Alabama,01,37,NC,North Carolina,1426,3041,51465
AL,Alabama,01,51,VA,Virginia,1244,2857,55050
AL,Alabama,01,17,IL,Illinois,1161,2447,47247
AL,Alabama,01,36,NY,New York,1053,2063,33855
AL,Alabama,01,39,OH,Ohio,1049,2285,37473
AL,Alabama,01,26,MI,Michigan,879,1726,30395
AL,Alabama,01,45,SC,South Carolina,802,1723,31437
AL,Alabama,01,21,KY,Kentucky,753,1622,26889
AL,Alabama,01,18,IN,Indiana,708,1471,25492
AL,Alabama,01,29,MO,Missouri,632,1397,26021
AL,Alabama,01,42,PA,Pennsylvania,548,1089,29899
AL,Alabama,01,08,CO,Colorado,494,1045,18656
AL,Alabama,01,05,AR,Arkansas,481,1055,17736
AL,Alabama,01,40,OK,Oklahoma,436,921,15541
AL,Alabama,01,24,MD,Maryland,417,887,17231
AL,Alabama,01,53,WA,Washington,413,922,14555
AL,Alabama,01,04,AZ,Arizona,374,790,12675
AL,Alabama,01,34,NJ,New Jersey,367,756,16061
AL,Alabama,01,20,KS,Kansas,306,740,11368
AL,Alabama,01,55,WI,Wisconsin,277,562,10930
AL,Alabama,01,15,HI,Hawaii,274,718,9671
AL,Alabama,01,25,MA,Massachusetts,261,505,9948
AL,Alabama,01,35,NM,New Mexico,216,500,7222
AL,Alabama,01,02,AK,Alaska,193,531,6957
AL,Alabama,01,09,CT,Connecticut,189,378,7302
AL,Alabama,01,27,MN,Minnesota,164,353,6988
AL,Alabama,01,54,WV,West Virginia,162,309,5188
AL,Alabama,01,19,IA,Iowa,155,337,6275
AL,Alabama,01,32,NV,Nevada,145,315,5710
AL,Alabama,01,41,OR,Oregon,142,310,6126
AL,Alabama,01,49,UT,Utah,133,310,5613
AL,Alabama,01,31,NE,Nebraska,127,278,4594
AL,Alabama,01,10,DE,Delaware,74,154,2871
AL,Alabama,01,11,DC,District of Columbia,68,126,2975
AL,Alabama,01,56,WY,Wyoming,65,154,2420
AL,Alabama,01,23,ME,Maine,61,129,2002
AL,Alabama,01,16,ID,Idaho,57,121,1843
AL,Alabama,01,30,MT,Montana,57,149,2020
AL,Alabama,01,38,ND,North Dakota,57,140,2116
AL,Alabama,01,33,NH,New Hampshire,55,90,2676
AL,Alabama,01,46,SD,South Dakota,47,104,1455
AL,Alabama,01,44,RI,Rhode Island,39,84,1386
AL,Alabama,01,50,VT,Vermont,29,44,720
AK,Alaska,02,96,US+FO,Total Migration-US and Foreign,13994,28207,426688
AK,Alaska,02,97,US,Total Migration-US,13311,26667,408987
AK,Alaska,02,98,FO,Total Migration-Foreign,683,1540,17701
AK,Alaska,02,02,AK,AK Non-migrants,200079,447947,10160128
AK,Alaska,02,53,WA,Washington,1652,3168,54578
AK,Alaska,02,06,CA,California,1505,2888,49783
AK,Alaska,02,48,TX,Texas,857,1924,32955
AK,Alaska,02,41,OR,Oregon,734,1318,20275
AK,Alaska,02,57,FR,Foreign,683,1540,17701
AK,Alaska,02,12,FL,Florida,514,1077,14907
AK,Alaska,02,08,CO,Colorado,487,914,15856
AK,Alaska,02,04,AZ,Arizona,428,790,13687
AK,Alaska,02,37,NC,North Carolina,391,963,10287
AK,Alaska,02,13,GA,Georgia,375,887,10360
AK,Alaska,02,16,ID,Idaho,357,764,11828
AK,Alaska,02,30,MT,Montana,320,606,9876
