"State_Code_Origin","County_Code_Origin","State_Code_Dest","County_Code_Dest","State_Abbrv","County_Name","Return_Num","Exmpt_Num","Aggr_AGI"
"00","000","96","000","US","Total Mig - US & For","6624358","12699659","244799286"
"00","000","97","000","US","Total Mig - US","6508333","12477099","241192369"
"00","000","97","001","US","Total Mig - US Same St","3632309","6914491","126510544"
"00","000","97","003","US","Total Mig - US Diff St","2876024","5562608","114681825"
"00","000","98","000","US","Total Mig - Foreign","116025","222560","3606917"
"01","000","96","000","AL","Total Mig - US & For","93627","192466","2939065"
"01","000","97","000","AL","Total Mig - US","91977","189025","2891433"
"01","000","97","001","AL","Total Mig - US Same St","50587","103726","1454290"
"01","000","97","003","AL","Total Mig - US Diff St","41390","85299","1437143"
"01","000","98","000","AL","Total Mig - Foreign","1650","3441","47632"
"01","001","96","000","AL","Autauga County Tot Mig-US & For","1387","3162","43081"
"01","001","97","000","AL","Autauga County Tot Mig-US","1355","3055","41662"
"01","001","97","001","AL","Autauga County Tot Mig-Same St","881","1829","22607"
"01","001","97","003","AL","Autauga County Tot Mig-Diff St","474","1226","19054"
"01","001","98","000","AL","Autauga County Tot Mig-Foreign","32","107","1419"
"01","001","01","001","AL","Autauga County Non-Migrants","13944","33446","512249"
"01","001","01","101","AL","Montgomery County","349","642","8320"
"01","001","01","051","AL","Elmore County","229","506","5809"
"01","001","01","021","AL","Chilton County","56","133","1112"
"01","001","01","047","AL","Dallas County","49","118","1020"
"01","001","01","073","AL","Jefferson County","29","56","825"
"01","001","01","117","AL","Shelby County","17","37","702"
"01","001","48","029","TX","Bexar County","15","43","760"
"01","001","01","081","AL","Lee County","14","22","400"
"01","001","51","059","VA","Fairfax County","13","45","777"
"01","001","01","089","AL","Madison County","11","25","384"
"01","001","01","085","AL","Lowndes County","10","17","160"
"01","001","01","123","AL","Tallapoosa County","10","31","709"
"01","001","58","000","SS","Other Flows - Same State","107","242","3166"
"01","001","59","000","DS","Other Flows - Diff State","446","1138","17517"
"01","001","59","001","DS","Other Flows - Northeast","21","38","551"
"01","001","59","003","DS","Other Flows - Midwest","59","171","2491"
"01","001","59","005","DS","Other Flows - South","285","670","10914"
"01","001","59","007","DS","Other Flows - West","81","259","3561"
"01","001","57","009","FR","Foreign - Other flows","32","107","1419"
"01","003","96","000","AL","Baldwin County Tot Mig-US & For","2658","5189","91457"
"01","003","97","000","AL","Baldwin County Tot Mig-US","2624","5127","90654"
"01","003","97","001","AL","Baldwin County Tot Mig-Same St","1021","1886","28057"
"01","003","97","003","AL","Baldwin County Tot Mig-Diff St","1603","3241","62597"
"01","003","98","000","AL","Baldwin County Tot Mig-Foreign","34","62","803"
"01","003","01","003","AL","Baldwin County Non-Migrants","42911","96750","1710183"
"01","003","01","097","AL","Mobile County","533","967","15185"
"01","003","12","033","FL","Escambia County","161","294","6119"
"01","003","01","073","AL","Jefferson County","89","150","2817"
"01","003","01","053","AL","Escambia County","74","151","1482"
"01","003","01","125","AL","Tuscaloosa County","43","56","866"
"01","003","01","101","AL","Montgomery County","36","68","1049"
"01","003","12","113","FL","Santa Rosa County","32","61","775"
"01","003","12","091","FL","Okaloosa County","30","82","1433"
"01","003","01","117","AL","Shelby County","27","60","1176"
"01","003","01","081","AL","Lee County","23","37","445"
"01","003","13","121","GA","Fulton County","23","36","947"
"01","003","57","005","FR","Foreign - APO/FPO ZIPs","23","36","435"
"01","003","47","157","TN","Shelby County","20","33","747"
"01","003","48","201","TX","Harris County","20","54","1221"
"01","003","01","089","AL","Madison County","19","38","712"
"01","003","22","051","LA","Jefferson Parish","19","33","869"
"01","003","28","047","MS","Harrison County","18","34","501"
"01","003","04","013","AZ","Maricopa County","16","25","585"
"01","003","01","025","AL","Clarke County","14","33","566"
"01","003","01","069","AL","Houston County","14","34","357"
"01","003","01","099","AL","Monroe County","14","27","333"
"01","003","13","067","GA","Cobb County","14","33","799"
"01","003","47","037","TN","Davidson County","14","22","426"
"01","003","06","073","CA","San Diego County","13","21","275"
"01","003","12","095","FL","Orange County","13","21","2309"
"01","003","13","135","GA","Gwinnett County","13","30","401"
"01","003","37","183","NC","Wake County","13","23","652"
"01","003","01","103","AL","Morgan County","12","26","364"
"01","003","12","031","FL","Duval County","12","30","686"
"01","003","12","057","FL","Hillsborough County","12","23","380"
"01","003","22","071","LA","Orleans Parish","12","14","208"
"01","003","22","103","LA","St Tammany Parish","12","29","819"
"01","003","28","035","MS","Forrest County","12","24","361"
"01","003","28","059","MS","Jackson County","12","23","425"
"01","003","22","033","LA","East Baton Rouge Par","11","26","710"
"01","003","06","037","CA","Los Angeles County","10","12","331"
"01","003","08","041","CO","El Paso County","10","17","179"
"01","003","13","089","GA","De Kalb County","10","11","199"
"01","003","17","031","IL","Cook County","10","19","309"
"01","003","58","000","SS","Other Flows - Same State","123","239","2706"
"01","003","59","000","DS","Other Flows - Diff State","1061","2211","39931"
"01","003","59","001","DS","Other Flows - Northeast","83","156","3841"
"01","003","59","003","DS","Other Flows - Midwest","182","377","7442"
"01","003","59","005","DS","Other Flows - South","666","1445","23501"
"01","003","59","007","DS","Other Flows - West","130","233","5148"
"01","003","57","009","FR","Foreign - Other flows","11","26","368"
"01","005","96","000","AL","Barbour County Tot Mig-US & For","540","1094","13359"
"01","005","97","000","AL","Barbour County Tot Mig-US","540","1094","13359"
"01","005","97","001","AL","Barbour County Tot Mig-Same St","305","610","7596"
"01","005","97","003","AL","Barbour County Tot Mig-Diff St","235","484","5763"
"01","005","01","005","AL","Barbour County Non-Migrants","8338","19307","257955"
"01","005","01","045","AL","Dale County","43","106","882"
"01","005","01","067","AL","Henry County","38","87","1232"
"01","005","01","069","AL","Houston County","34","63","927"
"01","005","01","101","AL","Montgomery County","28","38","590"
"01","005","01","081","AL","Lee County","22","31","537"
"01","005","01","109","AL","Pike County","22","39","412"
"01","005","13","239","GA","Quitman County","22","49","595"
"01","005","01","113","AL","Russell County","20","36","501"
"01","005","01","011","AL","Bullock County","19","45","499"
"01","005","13","215","GA","Muscogee County","11","19","97"
"01","005","58","000","SS","Other Flows - Same State","79","165","2017"
"01","005","59","000","DS","Other Flows - Diff State","202","416","5072"
"01","007","96","000","AL","Bibb County Tot Mig-US & For","389","875","9746"
"01","007","97","000","AL","Bibb County Tot Mig-US","389","875","9746"
"01","007","97","001","AL","Bibb County Tot Mig-Same St","306","679","7558"
"01","007","97","003","AL","Bibb County Tot Mig-Diff St","83","196","2188"
"01","007","01","007","AL","Bibb County Non-Migrants","6206","14977","194114"
"01","007","01","073","AL","Jefferson County","95","196","2246"
"01","007","01","125","AL","Tuscaloosa County","83","185","2316"
"01","007","01","117","AL","Shelby County","52","126","1224"
"01","007","01","021","AL","Chilton County","16","35","242"
"01","007","01","105","AL","Perry County","10","32","286"
"01","007","58","000","SS","Other Flows - Same State","50","105","1244"
"01","007","59","000","DS","Other Flows - Diff State","83","196","2188"
"01","009","96","000","AL","Blount County Tot Mig-US & For","891","1899","22200"
"01","009","97","000","AL","Blount County Tot Mig-US","891","1899","22200"
"01","009","97","001","AL","Blount County Tot Mig-Same St","722","1522","18313"
"01","009","97","003","AL","Blount County Tot Mig-Diff St","169","377","3888"
"01","009","01","009","AL","Blount County Non-Migrants","14168","34416","482536"
"01","009","01","073","AL","Jefferson County","301","585","7783"
"01","009","01","043","AL","Cullman County","82","196","2230"
"01","009","01","095","AL","Marshall County","80","181","1840"
"01","009","01","055","AL","Etowah County","79","175","1856"
"01","009","01","115","AL","St Clair County","44","96","933"
"01","009","01","117","AL","Shelby County","19","39","553"
"01","009","01","089","AL","Madison County","18","33","650"
"01","009","01","121","AL","Talladega County","10","18","213"
"01","009","58","000","SS","Other Flows - Same State","89","199","2255"
"01","009","59","000","DS","Other Flows - Diff State","169","377","3888"
