"State_Code_Origin","County_Code_Origin","State_Code_Dest","County_Code_Dest","State_Abbrv","County_Name","Return_Num","Exmpt_Num","Aggr_AGI"
"02","000","96","000","AK","Total Mig - US & For","21294","44086","719627"
"02","000","97","000","AK","Total Mig - US","20868","43176","706335"
"02","000","97","001","AK","Total Mig - US Same St","6104","12107","214500"
"02","000","97","003","AK","Total Mig - US Diff St","14764","31069","491836"
"02","000","98","000","AK","Total Mig - Foreign","426","910","13292"
"02","013","96","000","AK","Aleutians East Tot Mig-US & For","150","269","4377"
"02","013","97","000","AK","Aleutians East Tot Mig-US","150","269","4377"
"02","013","97","001","AK","Aleutians East Tot Mig-Same St","51","107","2036"
"02","013","97","003","AK","Aleutians East Tot Mig-Diff St","99","162","2341"
"02","013","02","013","AK","Aleutians East Non-Migrants","516","1087","15558"
"02","013","02","020","AK","Anchorage Borough","23","45","643"
"02","013","53","033","WA","King County","18","27","387"
"02","013","58","000","SS","Other Flows - Same State","28","62","1393"
"02","013","59","000","DS","Other Flows - Diff State","81","135","1954"
"02","016","96","000","AK","Aleutians West Tot Mig-US & For","496","781","12746"
"02","016","97","000","AK","Aleutians West Tot Mig-US","443","723","11922"
"02","016","97","001","AK","Aleutians West Tot Mig-Same St","59","108","2257"
"02","016","97","003","AK","Aleutians West Tot Mig-Diff St","384","615","9666"
"02","016","98","000","AK","Aleutians West Tot Mig-Foreign","53","58","824"
"02","016","02","016","AK","Aleutians West Non-Migrants","1273","2688","54974"
"02","016","53","033","WA","King County","64","108","1924"
"02","016","02","020","AK","Anchorage Borough","29","46","1081"
"02","016","06","073","CA","San Diego County","22","35","412"
"02","016","06","037","CA","Los Angeles County","12","21","237"
"02","016","58","000","SS","Other Flows - Same State","30","62","1176"
"02","016","59","000","DS","Other Flows - Diff State","286","451","7093"
"02","016","59","001","DS","Other Flows - Northeast","20","27","444"
"02","016","59","003","DS","Other Flows - Midwest","30","42","721"
"02","016","59","005","DS","Other Flows - South","68","107","1648"
"02","016","59","007","DS","Other Flows - West","168","275","4280"
"02","016","57","009","FR","Foreign - Other flows","53","58","824"
"02","020","96","000","AK","Anchorage Borou Tot Mig-US & For","8364","17526","311966"
"02","020","97","000","AK","Anchorage Borou Tot Mig-US","8157","17041","303710"
"02","020","97","001","AK","Anchorage Borou Tot Mig-Same St","1776","3547","64948"
"02","020","97","003","AK","Anchorage Borou Tot Mig-Diff St","6381","13494","238762"
"02","020","98","000","AK","Anchorage Borou Tot Mig-Foreign","207","485","8256"
"02","020","02","020","AK","Anchorage Borou Non-Migrants","80273","176387","4157434"
"02","020","02","170","AK","Matanuska Susitna Bo","657","1429","25603"
"02","020","53","033","WA","King County","373","628","14993"
"02","020","02","122","AK","Kenai Peninsula Boro","295","578","12505"
"02","020","02","090","AK","Fairbanks North Star","239","462","7951"
"02","020","04","013","AZ","Maricopa County","148","270","4713"
"02","020","57","005","FR","Foreign - APO/FPO ZIPs","133","309","4102"
"02","020","32","003","NV","Clark County","128","249","4859"
"02","020","53","053","WA","Pierce County","97","213","3089"
"02","020","41","051","OR","Multnomah County","88","133","2260"
"02","020","06","037","CA","Los Angeles County","87","138","3372"
"02","020","53","061","WA","Snohomish County","85","170","3117"
"02","020","08","041","CO","El Paso County","84","203","3174"
"02","020","02","110","AK","Juneau Borough","80","131","3700"
"02","020","02","261","AK","Valdez Cordova Censu","80","150","3057"
"02","020","37","051","NC","Cumberland County","75","177","1945"
"02","020","48","029","TX","Bexar County","72","162","2588"
"02","020","53","063","WA","Spokane County","66","158","4430"
"02","020","48","201","TX","Harris County","64","161","6704"
"02","020","06","073","CA","San Diego County","62","104","1933"
"02","020","15","003","HI","Honolulu County","61","160","2415"
"02","020","53","011","WA","Clark County","60","141","2745"
"02","020","04","019","AZ","Pima County","50","98","1648"
"02","020","41","039","OR","Lane County","50","88","1265"
"02","020","53","067","WA","Thurston County","50","122","2032"
"02","020","02","180","AK","Nome Census Area","46","81","1216"
"02","020","02","150","AK","Kodiak Island Boroug","45","85","1178"
"02","020","12","091","FL","Okaloosa County","44","119","1773"
"02","020","02","050","AK","Bethel Census Area","42","91","1127"
"02","020","02","185","AK","North Slope Borough","39","66","1643"
"02","020","41","067","OR","Washington County","38","75","1790"
"02","020","48","085","TX","Collin County","38","115","5002"
"02","020","53","073","WA","Whatcom County","38","80","1463"
"02","020","16","001","ID","Ada County","37","96","1350"
