"State_Code_Origin","County_Code_Origin","State_Code_Dest","County_Code_Dest","State_Abbrv","County_Name","Return_Num","Exmpt_Num","Aggr_AGI"
"00","000","96","000","US","Total Mig - US & For",7398681,13712045,342808359
"00","000","97","000","US","Total Mig - US",7296507,13525475,337583964
"00","000","97","001","US","Total Mig - US Same St",4127124,7611773,176554333
"00","000","97","003","US","Total Mig - US Diff St",3169383,5913702,161029631
"00","000","98","000","US","Total Mig - Foreign",102174,186570,5224396
"01","000","96","000","AL","Total Mig - US & For",101293,204123,4031905
"01","000","97","000","AL","Total Mig - US",100225,201895,3981368
"01","000","97","001","AL","Total Mig - US Same St",58481,118259,2139323
"01","000","97","003","AL","Total Mig - US Diff St",41744,83636,1842045
"01","000","98","000","AL","Total Mig - Foreign",1068,2228,50537
"01","001","96","000","AL","Autauga County Tot Mig-US & For",1834,4247,75810
"01","001","97","000","AL","Autauga County Tot Mig-US",1798,4127,73487
"01","001","97","001","AL","Autauga County Tot Mig-Same St",1148,2384,39376
"01","001","97","003","AL","Autauga County Tot Mig-Diff St",650,1743,34111
"01","001","98","000","AL","Autauga County Tot Mig-Foreign",36,120,2323
"01","001","01","001","AL","Autauga County Non-Migrants",16791,39518,901200
"01","001","01","101","AL","Montgomery County",370,747,11376
"01","001","01","051","AL","Elmore County",309,665,11425
"01","001","01","021","AL","Chilton County",69,162,2166
"01","001","01","073","AL","Jefferson County",62,116,1979
"01","001","01","047","AL","Dallas County",54,124,1923
"01","001","01","117","AL","Shelby County",32,64,2298
"01","001","01","097","AL","Mobile County",30,59,932
"01","001","51","059","VA","Fairfax County",26,115,2412
"01","001","01","081","AL","Lee County",24,33,668
"01","001","08","041","CO","El Paso County",16,57,1297
"01","001","01","069","AL","Houston County",15,38,686
"01","001","01","125","AL","Tuscaloosa County",14,21,323
"01","001","45","079","SC","Richland County",14,33,271
"01","001","15","003","HI","Honolulu County",11,31,595
"01","001","01","127","AL","Walker County",10,18,287
"01","001","12","033","FL","Escambia County",10,23,431
"01","001","48","029","TX","Bexar County",10,37,864
"01","001","51","153","VA","Prince William County",10,46,898
"01","001","58","000","SS","Other Flows - Same State",159,337,5314
"01","001","59","000","DS","Other Flows - Diff State",553,1401,27342
"01","001","59","001","DS","Other Flows - Northeast",35,88,1606
"01","001","59","003","DS","Other Flows - Midwest",73,203,3659
"01","001","59","005","DS","Other Flows - South",356,867,17539
"01","001","59","007","DS","Other Flows - West",89,243,4538
"01","001","57","009","FR","Foreign - Other flows",36,120,2323
"01","003","96","000","AL","Baldwin County Tot Mig-US & For",3784,7325,183152
"01","003","97","000","AL","Baldwin County Tot Mig-US",3736,7238,176317
"01","003","97","001","AL","Baldwin County Tot Mig-Same St",1546,2988,59783
"01","003","97","003","AL","Baldwin County Tot Mig-Diff St",2190,4250,116534
"01","003","98","000","AL","Baldwin County Tot Mig-Foreign",48,87,6836
"01","003","01","003","AL","Baldwin County Non-Migrants",56982,123743,3357258
"01","003","01","097","AL","Mobile County",643,1203,26170
"01","003","12","033","FL","Escambia County",234,419,10248
"01","003","01","073","AL","Jefferson County",129,229,4156
"01","003","01","053","AL","Escambia County",84,174,2743
"01","003","01","117","AL","Shelby County",69,130,2906
"01","003","01","081","AL","Lee County",50,81,1531
"01","003","01","125","AL","Tuscaloosa County",48,88,1941
"01","003","12","113","FL","Santa Rosa County",41,99,1440
"01","003","48","201","TX","Harris County",40,81,2508
"01","003","01","089","AL","Madison County",39,71,1781
"01","003","01","101","AL","Montgomery County",38,81,2430
"01","003","12","091","FL","Okaloosa County",31,51,1058
"01","003","57","005","FR","Foreign - APO/FPO ZIPs",29,45,765
"01","003","28","047","MS","Harrison County",28,52,804
"01","003","13","121","GA","Fulton County",27,48,1963
"01","003","01","099","AL","Monroe County",26,53,903
"01","003","12","005","FL","Bay County",26,50,819
"01","003","01","015","AL","Calhoun County",25,57,586
"01","003","28","059","MS","Jackson County",23,42,934
"01","003","01","001","AL","Autauga County",22,44,1086
"01","003","47","037","TN","Davidson County",22,37,837
"01","003","01","129","AL","Washington County",21,50,693
"01","003","01","069","AL","Houston County",19,41,749
"01","003","04","013","AZ","Maricopa County",19,38,1183
"01","003","13","089","GA","Dekalb County",19,28,716
"01","003","22","033","LA","East Baton Rouge Parish",19,31,1268
"01","003","22","051","LA","Jefferson Parish",19,36,632
"01","003","22","103","LA","St Tammany Parish",19,56,931
"01","003","47","157","TN","Shelby County",19,33,787
"01","003","01","025","AL","Clarke County",18,42,534
"01","003","01","095","AL","Marshall County",18,38,639
"01","003","13","067","GA","Cobb County",18,37,1016
"01","003","01","103","AL","Morgan County",17,38,600
"01","003","01","127","AL","Walker County",16,34,299
"01","003","12","057","FL","Hillsborough County",16,36,1053
"01","003","22","071","LA","Orleans Parish",16,24,737
"01","003","01","043","AL","Cullman County",15,26,575
"01","003","01","031","AL","Coffee County",14,35,525
"01","003","01","047","AL","Dallas County",14,22,318
"01","003","01","051","AL","Elmore County",14,32,705
"01","003","06","037","CA","Los Angeles County",14,21,752
"01","003","12","031","FL","Duval County",14,26,715
"01","003","01","055","AL","Etowah County",13,28,598
"01","003","01","109","AL","Pike County",13,17,259
"01","003","48","113","TX","Dallas County",13,22,-119
"01","003","53","033","WA","King County",13,19,725
"01","003","01","077","AL","Lauderdale County",12,24,552
"01","003","12","099","FL","Palm Beach County",12,17,570
"01","003","13","135","GA","Gwinnett County",12,32,331
"01","003","48","439","TX","Tarrant County",11,25,523
"01","003","01","035","AL","Conecuh County",10,15,295
"01","003","01","039","AL","Covington County",10,20,225
