"State_Code_Origin","County_Code_Origin","State_Code_Dest","County_Code_Dest","State_Abbrv","County_Name","Return_Num","Exmpt_Num","Aggr_AGI"
"00","000","96","000","US","Total Mig - US & For","7038610","13191308","316436968"
"00","000","97","000","US","Total Mig - US","6920560","12973910","311702972"
"00","000","97","001","US","Total Mig - US Same St","3925837","7334660","164596364"
"00","000","97","003","US","Total Mig - US Diff St","2994723","5639250","147106608"
"00","000","98","000","US","Total Mig - Foreign","118050","217398","4733995"
"01","000","96","000","AL","Total Mig - US & For","95980","192869","3348829"
"01","000","97","000","AL","Total Mig - US","94472","189919","3296640"
"01","000","97","001","AL","Total Mig - US Same St","51019","102581","1628078"
"01","000","97","003","AL","Total Mig - US Diff St","43453","87338","1668562"
"01","000","98","000","AL","Total Mig - Foreign","1508","2950","52189"
"01","001","96","000","AL","Autauga County Tot Mig-US & For","1407","3308","52734"
"01","001","97","000","AL","Autauga County Tot Mig-US","1366","3187","50615"
"01","001","97","001","AL","Autauga County Tot Mig-Same St","820","1722","24382"
"01","001","97","003","AL","Autauga County Tot Mig-Diff St","546","1465","26233"
"01","001","98","000","AL","Autauga County Tot Mig-Foreign","41","121","2119"
"01","001","01","001","AL","Autauga County Non-Migrants","15013","35780","639073"
"01","001","01","101","AL","Montgomery County","316","624","8708"
"01","001","01","051","AL","Elmore County","216","477","6738"
"01","001","01","021","AL","Chilton County","47","95","1063"
"01","001","01","047","AL","Dallas County","40","97","926"
"01","001","01","073","AL","Jefferson County","34","55","1046"
"01","001","01","081","AL","Lee County","20","28","543"
"01","001","01","117","AL","Shelby County","20","46","1021"
"01","001","51","059","VA","Fairfax County","18","75","1902"
"01","001","12","005","FL","Bay County","15","42","468"
"01","001","15","003","HI","Honolulu County","13","44","755"
"01","001","13","067","GA","Cobb County","10","22","422"
"01","001","58","000","SS","Other Flows - Same State","127","300","4337"
"01","001","59","000","DS","Other Flows - Diff State","490","1282","22686"
"01","001","59","001","DS","Other Flows - Northeast","13","26","423"
"01","001","59","003","DS","Other Flows - Midwest","83","225","3661"
"01","001","59","005","DS","Other Flows - South","330","847","15629"
"01","001","59","007","DS","Other Flows - West","64","184","2973"
"01","001","57","009","FR","Foreign - Other flows","41","121","2119"
"01","003","96","000","AL","Baldwin County Tot Mig-US & For","3099","5934","121237"
"01","003","97","000","AL","Baldwin County Tot Mig-US","3068","5880","120380"
"01","003","97","001","AL","Baldwin County Tot Mig-Same St","1187","2199","43270"
"01","003","97","003","AL","Baldwin County Tot Mig-Diff St","1881","3681","77111"
"01","003","98","000","AL","Baldwin County Tot Mig-Foreign","31","54","856"
"01","003","01","003","AL","Baldwin County Non-Migrants","47163","105135","2185604"
"01","003","01","097","AL","Mobile County","554","989","22215"
"01","003","12","033","FL","Escambia County","233","432","6975"
"01","003","01","073","AL","Jefferson County","103","159","3624"
"01","003","01","053","AL","Escambia County","69","135","1411"
"01","003","01","117","AL","Shelby County","51","99","2508"
"01","003","01","125","AL","Tuscaloosa County","42","66","1394"
"01","003","12","113","FL","Santa Rosa County","41","84","1459"
"01","003","01","081","AL","Lee County","40","56","748"
"01","003","01","101","AL","Montgomery County","40","70","1786"
"01","003","12","091","FL","Okaloosa County","25","58","1088"
"01","003","13","121","GA","Fulton County","24","35","844"
"01","003","28","047","MS","Harrison County","23","41","866"
"01","003","01","089","AL","Madison County","22","44","972"
"01","003","28","059","MS","Jackson County","21","50","1215"
"01","003","48","201","TX","Harris County","20","42","768"
"01","003","13","067","GA","Cobb County","18","26","963"
"01","003","01","069","AL","Houston County","17","38","683"
"01","003","01","099","AL","Monroe County","17","44","350"
"01","003","12","057","FL","Hillsborough County","17","27","562"
"01","003","01","001","AL","Autauga County","15","39","669"
"01","003","01","025","AL","Clarke County","15","28","652"
"01","003","47","037","TN","Davidson County","15","29","530"
"01","003","01","051","AL","Elmore County","14","26","504"
"01","003","12","095","FL","Orange County","14","27","672"
"01","003","17","031","IL","Cook County","14","26","846"
"01","003","01","015","AL","Calhoun County","13","28","347"
"01","003","01","103","AL","Morgan County","13","31","411"
"01","003","12","099","FL","Palm Beach County","13","27","2381"
"01","003","12","103","FL","Pinellas County","13","22","348"
"01","003","13","135","GA","Gwinnett County","13","27","580"
"01","003","22","033","LA","East Baton Rouge Par","13","20","415"
"01","003","22","051","LA","Jefferson Parish","13","25","428"
"01","003","47","157","TN","Shelby County","13","24","978"
"01","003","04","013","AZ","Maricopa County","12","16","822"
"01","003","12","031","FL","Duval County","12","23","569"
"01","003","12","073","FL","Leon County","12","27","674"
"01","003","13","089","GA","De Kalb County","12","22","278"
