y2_state,y2_state_name,y2_statefips,y2_countyfips,y2_county_name,y1_statefips,y1_countyfips,y1_state,y1_state_name,y1_county_name,n1,n2,AGI
CA,California,06,059,Orange County,04,025,Az,Arizona,Yavapai County,30,48,438
CA,California,06,059,Orange County,08,013,Co,Colorado,Boulder County,30,52,684
CA,California,06,059,Orange County,51,013,Va,Virginia,Arlington County,30,47,848
CA,California,06,059,Orange County,55,025,Wi,Wisconsin,Dane County,29,39,1023
CA,California,06,059,Orange County,53,035,Wa,Washington,Kitsap County,29,66,638
CA,California,06,059,Orange County,34,031,NJ,New Jersey,Passaic County,29,59,1223
CA,California,06,059,Orange County,42,045,Pa,Pennsylvania,Delaware County,29,40,835
CA,California,06,059,Orange County,22,071,La,Louisiana,Orleans Parish,28,52,1641
CA,California,06,059,Orange County,37,051,NC,North Carolina,Cumberland County,28,58,505
CA,California,06,059,Orange County,39,095,Oh,Ohio,Lucas County,28,45,787
CA,California,06,059,Orange County,21,111,Ky,Kentucky,Jefferson County,28,60,2026
CA,California,06,059,Orange County,27,037,Mn,Minnesota,Dakota County,28,56,1420
CA,California,06,059,Orange County,25,023,Ma,Massachusetts,Plymouth County,28,45,926
CA,California,06,059,Orange County,48,355,Tx,Texas,Nueces County,27,58,864
CA,California,06,059,Orange County,34,039,NJ,New Jersey,Union County,26,37,918
CA,California,06,059,Orange County,17,089,Il,Illinois,Kane County,26,60,1589
CA,California,06,059,Orange County,48,339,Tx,Texas,Montgomery County,26,61,1466
CA,California,06,059,Orange County,06,055,Ca,California,Napa County,25,42,664
CA,California,06,059,Orange County,13,135,Ga,Georgia,Gwinnett County,25,52,1795
CA,California,06,059,Orange County,26,099,Mi,Michigan,Macomb County,25,33,680
CA,California,06,059,Orange County,37,119,NC,North Carolina,Mecklenburg County,25,52,1084
CA,California,06,059,Orange County,22,051,La,Louisiana,Jefferson Parish,25,50,766
CA,California,06,059,Orange County,27,123,Mn,Minnesota,Ramsey County,24,39,588
CA,California,06,059,Orange County,31,109,Ne,Nebraska,Lancaster County,24,35,562
CA,California,06,059,Orange County,12,009,Fl,Florida,Brevard County,24,54,744
CA,California,06,059,Orange County,12,113,Fl,Florida,Santa Rosa County,24,41,678
CA,California,06,059,Orange County,24,003,Md,Maryland,Anne Arundel County,24,62,1101
CA,California,06,059,Orange County,18,089,In,Indiana,Lake County,23,30,410
CA,California,06,059,Orange County,51,510,Va,Virginia,Alexandria city,23,35,933
CA,California,06,059,Orange County,06,057,Ca,California,Nevada County,23,41,665
CA,California,06,059,Orange County,12,117,Fl,Florida,Seminole County,23,51,1488
CA,California,06,059,Orange County,51,710,Va,Virginia,Norfolk city,23,32,396
CA,California,06,059,Orange County,48,121,Tx,Texas,Denton County,23,41,1306
CA,California,06,059,Orange County,37,183,NC,North Carolina,Wake County,23,56,1336
CA,California,06,059,Orange County,12,071,Fl,Florida,Lee County,22,36,588
CA,California,06,059,Orange County,29,510,Mo,Missouri,St. Louis city,22,32,819
CA,California,06,059,Orange County,23,005,Me,Maine,Cumberland County,21,30,687
CA,California,06,059,Orange County,41,017,Or,Oregon,Deschutes County,21,29,729
CA,California,06,059,Orange County,08,069,Co,Colorado,Larimer County,21,29,782
CA,California,06,059,Orange County,34,021,NJ,New Jersey,Mercer County,21,37,1313
CA,California,06,059,Orange County,01,089,Al,Alabama,Madison County,20,36,897
CA,California,06,059,Orange County,16,001,Id,Idaho,Ada County,20,30,563
CA,California,06,059,Orange County,34,035,NJ,New Jersey,Somerset County,20,51,1746
CA,California,06,059,Orange County,53,073,Wa,Washington,Whatcom County,20,36,650
CA,California,06,059,Orange County,33,011,NH,New Hampshire,Hillsborough County,20,38,857
CA,California,06,059,Orange County,25,005,Ma,Massachusetts,Bristol County,20,34,1194
CA,California,06,059,Orange County,41,047,Or,Oregon,Marion County,20,37,230
CA,California,06,059,Orange County,27,003,Mn,Minnesota,Anoka County,20,37,634
CA,California,06,059,Orange County,48,027,Tx,Texas,Bell County,19,36,295
CA,California,06,059,Orange County,39,113,Oh,Ohio,Montgomery County,19,42,678
CA,California,06,059,Orange County,48,167,Tx,Texas,Galveston County,19,37,479
CA,California,06,059,Orange County,47,037,Tn,Tennessee,Davidson County,19,28,688
CA,California,06,059,Orange County,48,157,Tx,Texas,Fort Bend County,19,37,1197
CA,California,06,059,Orange County,17,111,Il,Illinois,McHenry County,19,48,1618
CA,California,06,059,Orange County,12,115,Fl,Florida,Sarasota County,19,29,844
CA,California,06,059,Orange County,10,003,De,Delaware,New Castle County,19,31,751
CA,California,06,059,Orange County,36,005,NY,New York,Bronx County,18,35,476
CA,California,06,059,Orange County,44,007,RI,Rhode Island,Providence County,18,31,502
CA,California,06,059,Orange County,08,035,Co,Colorado,Douglas County,18,46,1352
CA,California,06,059,Orange County,04,005,Az,Arizona,Coconino County,18,36,374
CA,California,06,059,Orange County,45,045,SC,South Carolina,Greenville County,18,40,1490
CA,California,06,059,Orange County,33,015,NH,New Hampshire,Rockingham County,18,36,926
CA,California,06,059,Orange County,09,011,Ct,Connecticut,New London County,18,27,636
CA,California,06,059,Orange County,06,045,Ca,California,Mendocino County,18,26,262
CA,California,06,059,Orange County,37,081,NC,North Carolina,Guilford County,18,35,807
CA,California,06,059,Orange County,45,019,SC,South Carolina,Charleston County,18,40,454
CA,California,06,059,Orange County,42,029,Pa,Pennsylvania,Chester County,17,33,1838
CA,California,06,059,Orange County,29,183,Mo,Missouri,St. Charles County,17,40,905
CA,California,06,059,Orange County,34,005,NJ,New Jersey,Burlington County,17,33,832
CA,California,06,059,Orange County,05,119,Ar,Arkansas,Pulaski County,17,35,513
CA,California,06,059,Orange County,48,245,Tx,Texas,Jefferson County,17,29,521
CA,California,06,059,Orange County,06,115,Ca,California,Yuba County,16,33,305
CA,California,06,059,Orange County,12,127,Fl,Florida,Volusia County,16,24,323
CA,California,06,059,Orange County,04,021,Az,Arizona,Pinal County,16,40,313
CA,California,06,059,Orange County,22,033,La,Louisiana,East Baton Rouge Parish,16,31,537
CA,California,06,059,Orange County,24,027,Md,Maryland,Howard County,16,37,1376
CA,California,06,059,Orange County,41,003,Or,Oregon,Benton County,16,20,326
CA,California,06,059,Orange County,34,029,NJ,New Jersey,Ocean County,16,21,276
CA,California,06,059,Orange County,26,065,Mi,Michigan,Ingham County,16,26,364
CA,California,06,059,Orange County,17,197,Il,Illinois,Will County,16,31,723
CA,California,06,059,Orange County,36,071,NY,New York,Orange County,16,25,579
CA,California,06,059,Orange County,19,113,Ia,Iowa,Linn County,16,22,408
CA,California,06,059,Orange County,15,007,Hi,Hawaii,Kauai County,16,22,246
CA,California,06,059,Orange County,25,013,Ma,Massachusetts,Hampden County,16,30,443
CA,California,06,059,Orange County,35,013,NM,New Mexico,Doña Ana County,15,27,493
CA,California,06,059,Orange County,42,129,Pa,Pennsylvania,Westmoreland County,15,29,424
CA,California,06,059,Orange County,36,027,NY,New York,Dutchess County,15,28,327
CA,California,06,059,Orange County,34,007,NJ,New Jersey,Camden County,15,23,667
CA,California,06,059,Orange County,49,057,Ut,Utah,Weber County,15,28,466
CA,California,06,059,Orange County,48,309,Tx,Texas,McLennan County,15,29,473
CA,California,06,059,Orange County,48,303,Tx,Texas,Lubbock County,15,23,170
CA,California,06,059,Orange County,48,273,Tx,Texas,Kleberg County,15,25,456
CA,California,06,059,Orange County,16,055,Id,Idaho,Kootenai County,15,29,410
CA,California,06,059,Orange County,26,049,Mi,Michigan,Genesee County,15,25,595
CA,California,06,059,Orange County,53,067,Wa,Washington,Thurston County,15,25,281
CA,California,06,059,Orange County,29,047,Mo,Missouri,Clay County,14,27,342
CA,California,06,059,Orange County,42,133,Pa,Pennsylvania,York County,14,25,447
CA,California,06,059,Orange County,55,133,Wi,Wisconsin,Waukesha County,13,25,815
CA,California,06,059,Orange County,06,109,Ca,California,Tuolumne County,13,23,301
CA,California,06,059,Orange County,06,101,Ca,California,Sutter County,13,27,248
CA,California,06,059,Orange County,53,077,Wa,Washington,Yakima County,13,30,251
CA,California,06,059,Orange County,53,007,Wa,Washington,Chelan County,13,35,242
CA,California,06,059,Orange County,19,163,Ia,Iowa,Scott County,13,19,184
CA,California,06,059,Orange County,17,019,Il,Illinois,Champaign County,13,26,430
CA,California,06,059,Orange County,57,007,FR,Foreign,Aggregate (county 7),13,31,942
CA,California,06,059,Orange County,27,163,Mn,Minnesota,Washington County,13,24,705
CA,California,06,059,Orange County,08,123,Co,Colorado,Weld County,13,20,216
CA,California,06,059,Orange County,18,157,In,Indiana,Tippecanoe County,12,21,240
CA,California,06,059,Orange County,12,105,Fl,Florida,Polk County,12,32,418
CA,California,06,059,Orange County,41,019,Or,Oregon,Douglas County,12,26,134
CA,California,06,059,Orange County,01,073,Al,Alabama,Jefferson County,12,16,231
CA,California,06,059,Orange County,39,017,Oh,Ohio,Butler County,12,26,619
CA,California,06,059,Orange County,32,005,Nv,Nevada,Douglas County,12,20,400
CA,California,06,059,Orange County,22,017,La,Louisiana,Caddo Parish,12,19,499
CA,California,06,059,Orange County,06,093,Ca,California,Siskiyou County,12,26,96
CA,California,06,059,Orange County,34,037,NJ,New Jersey,Sussex County,12,34,938
CA,California,06,059,Orange County,36,001,NY,New York,Albany County,12,23,405
CA,California,06,059,Orange County,51,107,Va,Virginia,Loudoun County,12,25,2115
CA,California,06,059,Orange County,49,005,Ut,Utah,Cache County,12,22,208
CA,California,06,059,Orange County,22,103,La,Louisiana,St. Tammany Parish,12,33,721
CA,California,06,059,Orange County,36,091,NY,New York,Saratoga County,12,19,435
CA,California,06,059,Orange County,18,003,In,Indiana,Allen County,12,25,292
CA,California,06,059,Orange County,49,011,Ut,Utah,Davis County,12,30,757
CA,California,06,059,Orange County,53,057,Wa,Washington,Skagit County,11,17,274
CA,California,06,059,Orange County,25,001,Ma,Massachusetts,Barnstable County,11,16,458
CA,California,06,059,Orange County,40,031,Ok,Oklahoma,Comanche County,11,38,269
CA,California,06,059,Orange County,17,143,Il,Illinois,Peoria County,11,14,253
CA,California,06,059,Orange County,36,085,NY,New York,Richmond County,11,21,287
CA,California,06,059,Orange County,53,005,Wa,Washington,Benton County,11,19,210
CA,California,06,059,Orange County,18,141,In,Indiana,St. Joseph County,11,17,240
CA,California,06,059,Orange County,39,085,Oh,Ohio,Lake County,11,17,425
CA,California,06,059,Orange County,48,215,Tx,Texas,Hidalgo County,11,18,122
CA,California,06,059,Orange County,40,027,Ok,Oklahoma,Cleveland County,11,16,248
CA,California,06,059,Orange County,28,075,Ms,Mississippi,Lauderdale County,11,24,333
CA,California,06,059,Orange County,51,700,Va,Virginia,Newport News city,11,26,234
CA,California,06,059,Orange County,22,055,La,Louisiana,Lafayette Parish,11,21,494
CA,California,06,059,Orange County,08,077,Co,Colorado,Mesa County,11,12,190
CA,California,06,059,Orange County,18,105,In,Indiana,Monroe County,11,16,217
CA,California,06,059,Orange County,35,049,NM,New Mexico,Santa Fe County,11,16,230
CA,California,06,059,Orange County,04,003,Az,Arizona,Cochise County,11,13,240
CA,California,06,059,Orange County,16,019,Id,Idaho,Bonneville County,11,20,304
CA,California,06,059,Orange County,34,001,NJ,New Jersey,Atlantic County,11,12,252
CA,California,06,059,Orange County,39,025,Oh,Ohio,Clermont County,10,20,693
CA,California,06,059,Orange County,30,031,Mt,Montana,Gallatin County,10,12,117
CA,California,06,059,Orange County,17,201,Il,Illinois,Winnebago County,10,19,332
CA,California,06,059,Orange County,09,013,Ct,Connecticut,Tolland County,10,11,219
CA,California,06,059,Orange County,13,051,Ga,Georgia,Chatham County,10,15,816
CA,California,06,059,Orange County,20,177,Ks,Kansas,Shawnee County,10,17,304
CA,California,06,059,Orange County,08,037,Co,Colorado,Eagle County,10,14,216
CA,California,06,059,Orange County,44,003,RI,Rhode Island,Kent County,10,10,256
CA,California,06,059,Orange County,44,005,RI,Rhode Island,Newport County,10,17,414
CA,California,06,059,Orange County,06,103,Ca,California,Tehama County,10,18,143
CA,California,06,059,Orange County,47,065,Tn,Tennessee,Hamilton County,10,24,350
CA,California,06,059,Orange County,41,033,Or,Oregon,Josephine County,10,19,63
CA,California,06,059,Orange County,41,035,Or,Oregon,Klamath County,10,22,234
CA,California,06,059,Orange County,29,077,Mo,Missouri,Greene County,10,15,350
CA,California,06,059,Orange County,39,151,Oh,Ohio,Stark County,10,13,149
CA,California,06,059,Orange County,39,099,Oh,Ohio,Mahoning County,10,21,523
CA,California,06,059,Orange County,42,077,Pa,Pennsylvania,Lehigh County,10,24,385
CA,California,06,059,Orange County,18,057,In,Indiana,Hamilton County,10,22,516
CA,California,06,059,Orange County,46,099,SD,South Dakota,Minnehaha County,10,13,187
CA,California,06,059,Orange County,41,043,Or,Oregon,Linn County,10,15,193
CA,California,06,059,Orange County,06,009,Ca,California,Calaveras County,10,14,304
CA,California,06,059,Orange County,63,010,XX,,Same State,50,114,1106
CA,California,06,059,Orange County,63,011,XX,,Region 1: Northeast,398,697,12038
CA,California,06,059,Orange County,63,012,XX,,Region 2: Midwest,859,1467,22734
CA,California,06,059,Orange County,63,013,XX,,Region 3: South,1187,2308,37754
CA,California,06,059,Orange County,63,014,XX,,Region 4: West,470,871,10486
CA,California,06,059,Orange County,63,050,Ca,,County Non-Migrant,818122,1865090,34757404
CA,California,06,061,Placer County,96,000,Ca,Total Migration-US and Foreign,Total (State Aggregate),7518,15121,254538
CA,California,06,061,Placer County,06,067,Ca,California,Sacramento County,2999,6049,104189
CA,California,06,061,Placer County,06,085,Ca,California,Santa Clara County,318,646,14419
CA,California,06,061,Placer County,06,037,Ca,California,Los Angeles County,309,652,12254
CA,California,06,061,Placer County,06,057,Ca,California,Nevada County,304,550,8245
CA,California,06,061,Placer County,06,017,Ca,California,El Dorado County,197,376,4886
CA,California,06,061,Placer County,06,001,Ca,California,Alameda County,180,364,7096
CA,California,06,061,Placer County,06,013,Ca,California,Contra Costa County,166,344,7126
CA,California,06,061,Placer County,06,059,Ca,California,Orange County,151,318,6629
CA,California,06,061,Placer County,06,081,Ca,California,San Mateo County,130,228,4848
CA,California,06,061,Placer County,06,113,Ca,California,Yolo County,125,251,4089
CA,California,06,061,Placer County,32,031,Nv,Nevada,Washoe County,110,233,3018
CA,California,06,061,Placer County,06,073,Ca,California,San Diego County,108,226,3633
CA,California,06,061,Placer County,06,007,Ca,California,Butte County,89,166,1884
CA,California,06,061,Placer County,06,071,Ca,California,San Bernardino County,88,228,3706
CA,California,06,061,Placer County,06,095,Ca,California,Solano County,75,158,2858
CA,California,06,061,Placer County,06,097,Ca,California,Sonoma County,72,139,2594
CA,California,06,061,Placer County,06,065,Ca,California,Riverside County,65,148,2098
CA,California,06,061,Placer County,06,077,Ca,California,San Joaquin County,65,131,1810
CA,California,06,061,Placer County,06,111,Ca,California,Ventura County,60,147,2247
CA,California,06,061,Placer County,06,019,Ca,California,Fresno County,57,122,1908
CA,California,06,061,Placer County,06,087,Ca,California,Santa Cruz County,56,107,1791
CA,California,06,061,Placer County,06,041,Ca,California,Marin County,55,102,2030
CA,California,06,061,Placer County,06,115,Ca,California,Yuba County,51,126,1453
CA,California,06,061,Placer County,06,075,Ca,California,San Francisco County,51,69,747
CA,California,06,061,Placer County,04,013,Az,Arizona,Maricopa County,49,109,1760
CA,California,06,061,Placer County,06,101,Ca,California,Sutter County,49,105,1669
CA,California,06,061,Placer County,57,005,FR,Foreign,Aggregate (county 5),40,92,1195
CA,California,06,061,Placer County,06,083,Ca,California,Santa Barbara County,35,60,717
CA,California,06,061,Placer County,06,053,Ca,California,Monterey County,34,67,864
CA,California,06,061,Placer County,06,079,Ca,California,San Luis Obispo County,33,56,724
CA,California,06,061,Placer County,06,089,Ca,California,Shasta County,33,67,814
CA,California,06,061,Placer County,53,033,Wa,Washington,King County,32,56,848
CA,California,06,061,Placer County,06,023,Ca,California,Humboldt County,29,62,677
CA,California,06,061,Placer County,06,029,Ca,California,Kern County,25,52,1036
CA,California,06,061,Placer County,06,099,Ca,California,Stanislaus County,25,51,709
CA,California,06,061,Placer County,32,003,Nv,Nevada,Clark County,24,50,606
CA,California,06,061,Placer County,06,047,Ca,California,Merced County,22,47,713
CA,California,06,061,Placer County,17,031,Il,Illinois,Cook County,22,35,535
CA,California,06,061,Placer County,57,001,FR,Foreign,Total (Same State),19,33,656
CA,California,06,061,Placer County,49,035,Ut,Utah,Salt Lake County,18,47,961
CA,California,06,061,Placer County,41,051,Or,Oregon,Multnomah County,17,32,428
CA,California,06,061,Placer County,48,201,Tx,Texas,Harris County,17,42,1019
CA,California,06,061,Placer County,32,510,Nv,Nevada,Carson City,16,27,320
CA,California,06,061,Placer County,48,113,Tx,Texas,Dallas County,15,27,489
CA,California,06,061,Placer County,15,003,Hi,Hawaii,Honolulu County,15,31,495
CA,California,06,061,Placer County,06,055,Ca,California,Napa County,15,29,498
CA,California,06,061,Placer County,06,033,Ca,California,Lake County,14,31,199
CA,California,06,061,Placer County,06,103,Ca,California,Tehama County,14,24,373
CA,California,06,061,Placer County,06,045,Ca,California,Mendocino County,13,29,363
CA,California,06,061,Placer County,06,107,Ca,California,Tulare County,13,31,303
CA,California,06,061,Placer County,48,029,Tx,Texas,Bexar County,12,33,581
CA,California,06,061,Placer County,25,017,Ma,Massachusetts,Middlesex County,12,26,603
CA,California,06,061,Placer County,53,053,Wa,Washington,Pierce County,11,23,190
CA,California,06,061,Placer County,48,439,Tx,Texas,Tarrant County,11,13,343
CA,California,06,061,Placer County,08,059,Co,Colorado,Jefferson County,10,22,540
CA,California,06,061,Placer County,41,039,Or,Oregon,Lane County,10,21,168
CA,California,06,061,Placer County,35,001,NM,New Mexico,Bernalillo County,10,19,336
CA,California,06,061,Placer County,02,020,Ak,Alaska,Anchorage Municipality,10,16,504
CA,California,06,061,Placer County,06,109,Ca,California,Tuolumne County,10,17,261
CA,California,06,061,Placer County,25,009,Ma,Massachusetts,Essex County,10,17,373
CA,California,06,061,Placer County,41,017,Or,Oregon,Deschutes County,10,13,39
CA,California,06,061,Placer County,63,010,XX,,Same State,82,159,2068
CA,California,06,061,Placer County,63,011,XX,,Region 1: Northeast,119,178,2890
CA,California,06,061,Placer County,63,012,XX,,Region 2: Midwest,181,403,6931
CA,California,06,061,Placer County,63,013,XX,,Region 3: South,227,463,7633
CA,California,06,061,Placer County,63,014,XX,,Region 4: West,274,526,6549
CA,California,06,061,Placer County,63,050,Ca,,County Non-Migrant,60845,140740,2446709
CA,California,06,063,Plumas County,96,000,Ca,Total Migration-US and Foreign,Total (State Aggregate),587,1207,16880
CA,California,06,063,Plumas County,06,007,Ca,California,Butte County,48,98,907
CA,California,06,063,Plumas County,32,031,Nv,Nevada,Washoe County,43,88,864
CA,California,06,063,Plumas County,06,085,Ca,California,Santa Clara County,29,51,903
CA,California,06,063,Plumas County,06,035,Ca,California,Lassen County,26,60,650
CA,California,06,063,Plumas County,06,037,Ca,California,Los Angeles County,24,45,823
CA,California,06,063,Plumas County,06,067,Ca,California,Sacramento County,22,43,633
CA,California,06,063,Plumas County,06,001,Ca,California,Alameda County,21,40,1061
CA,California,06,063,Plumas County,06,073,Ca,California,San Diego County,19,31,516
CA,California,06,063,Plumas County,06,013,Ca,California,Contra Costa County,17,37,1207
CA,California,06,063,Plumas County,06,095,Ca,California,Solano County,15,32,526
CA,California,06,063,Plumas County,06,059,Ca,California,Orange County,14,26,549
CA,California,06,063,Plumas County,06,097,Ca,California,Sonoma County,12,30,366
CA,California,06,063,Plumas County,06,029,Ca,California,Kern County,11,17,345
CA,California,06,063,Plumas County,06,065,Ca,California,Riverside County,11,23,482
CA,California,06,063,Plumas County,06,023,Ca,California,Humboldt County,11,15,205
CA,California,06,063,Plumas County,63,020,XX,,Same State,140,310,4035
CA,California,06,063,Plumas County,63,021,XX,,"Same Region, Diff. State",84,186,1773
CA,California,06,063,Plumas County,63,022,XX,,Different Region,40,75,1035
CA,California,06,063,Plumas County,63,050,Ca,,County Non-Migrant,6454,14835,193463
CA,California,06,065,Riverside County,96,000,Ca,Total Migration-US and Foreign,Total (State Aggregate),32705,74788,981555
CA,California,06,065,Riverside County,06,037,Ca,California,Los Angeles County,8235,19424,269822
CA,California,06,065,Riverside County,06,059,Ca,California,Orange County,6162,14336,209786
CA,California,06,065,Riverside County,06,071,Ca,California,San Bernardino County,5365,12456,152205
CA,California,06,065,Riverside County,06,073,Ca,California,San Diego County,3152,7520,99429
CA,California,06,065,Riverside County,06,025,Ca,California,Imperial County,641,2230,7496
CA,California,06,065,Riverside County,57,005,FR,Foreign,Aggregate (county 5),296,641,6324
CA,California,06,065,Riverside County,06,111,Ca,California,Ventura County,272,612,7986
CA,California,06,065,Riverside County,04,013,Az,Arizona,Maricopa County,271,539,7017
CA,California,06,065,Riverside County,06,029,Ca,California,Kern County,243,584,5631
CA,California,06,065,Riverside County,06,085,Ca,California,Santa Clara County,229,450,7078
CA,California,06,065,Riverside County,32,003,Nv,Nevada,Clark County,212,412,3976
CA,California,06,065,Riverside County,06,019,Ca,California,Fresno County,192,491,2851
CA,California,06,065,Riverside County,06,067,Ca,California,Sacramento County,186,350,5011
CA,California,06,065,Riverside County,57,001,FR,Foreign,Total (Same State),170,297,2173
CA,California,06,065,Riverside County,04,027,Az,Arizona,Yuma County,146,557,1444
CA,California,06,065,Riverside County,06,001,Ca,California,Alameda County,134,245,4172
CA,California,06,065,Riverside County,06,083,Ca,California,Santa Barbara County,134,282,4149
CA,California,06,065,Riverside County,17,031,Il,Illinois,Cook County,126,245,4445
CA,California,06,065,Riverside County,06,107,Ca,California,Tulare County,120,364,1839
CA,California,06,065,Riverside County,06,013,Ca,California,Contra Costa County,113,229,5636
CA,California,06,065,Riverside County,53,033,Wa,Washington,King County,110,188,3271
CA,California,06,065,Riverside County,06,079,Ca,California,San Luis Obispo County,102,177,2521
CA,California,06,065,Riverside County,15,003,Hi,Hawaii,Honolulu County,101,214,2454
CA,California,06,065,Riverside County,06,075,Ca,California,San Francisco County,91,149,2560
CA,California,06,065,Riverside County,06,053,Ca,California,Monterey County,90,197,1550
CA,California,06,065,Riverside County,06,077,Ca,California,San Joaquin County,86,211,2084
CA,California,06,065,Riverside County,06,081,Ca,California,San Mateo County,85,142,3262
CA,California,06,065,Riverside County,04,019,Az,Arizona,Pima County,69,117,1506
CA,California,06,065,Riverside County,48,201,Tx,Texas,Harris County,68,155,2437
CA,California,06,065,Riverside County,06,095,Ca,California,Solano County,67,148,2150
CA,California,06,065,Riverside County,04,015,Az,Arizona,Mohave County,65,104,824
CA,California,06,065,Riverside County,48,113,Tx,Texas,Dallas County,64,129,5875
CA,California,06,065,Riverside County,06,099,Ca,California,Stanislaus County,62,137,1377
CA,California,06,065,Riverside County,06,097,Ca,California,Sonoma County,56,90,1534
CA,California,06,065,Riverside County,32,031,Nv,Nevada,Washoe County,52,97,1071
CA,California,06,065,Riverside County,41,051,Or,Oregon,Multnomah County,47,86,1098
CA,California,06,065,Riverside County,06,041,Ca,California,Marin County,45,78,3211
CA,California,06,065,Riverside County,48,029,Tx,Texas,Bexar County,45,103,1466
CA,California,06,065,Riverside County,53,053,Wa,Washington,Pierce County,45,95,1303
CA,California,06,065,Riverside County,53,061,Wa,Washington,Snohomish County,44,81,1215
CA,California,06,065,Riverside County,06,047,Ca,California,Merced County,44,93,1032
CA,California,06,065,Riverside County,48,439,Tx,Texas,Tarrant County,42,93,3474
CA,California,06,065,Riverside County,06,061,Ca,California,Placer County,42,82,1472
CA,California,06,065,Riverside County,35,001,NM,New Mexico,Bernalillo County,42,76,952
CA,California,06,065,Riverside County,06,087,Ca,California,Santa Cruz County,42,101,1076
CA,California,06,065,Riverside County,04,025,Az,Arizona,Yavapai County,42,89,940
CA,California,06,065,Riverside County,49,035,Ut,Utah,Salt Lake County,41,88,1003
CA,California,06,065,Riverside County,06,017,Ca,California,El Dorado County,40,82,1152
CA,California,06,065,Riverside County,08,005,Co,Colorado,Arapahoe County,39,76,1184
CA,California,06,065,Riverside County,48,141,Tx,Texas,El Paso County,34,75,569
CA,California,06,065,Riverside County,17,043,Il,Illinois,DuPage County,33,56,1155
CA,California,06,065,Riverside County,06,031,Ca,California,Kings County,33,95,799
CA,California,06,065,Riverside County,02,020,Ak,Alaska,Anchorage Municipality,33,78,770
CA,California,06,065,Riverside County,08,041,Co,Colorado,El Paso County,33,73,902
CA,California,06,065,Riverside County,53,063,Wa,Washington,Spokane County,32,55,949
CA,California,06,065,Riverside County,36,061,NY,New York,New York County,32,39,1227
CA,California,06,065,Riverside County,06,007,Ca,California,Butte County,32,54,849
CA,California,06,065,Riverside County,27,053,Mn,Minnesota,Hennepin County,31,59,1217
CA,California,06,065,Riverside County,37,051,NC,North Carolina,Cumberland County,31,68,595
CA,California,06,065,Riverside County,04,012,Az,Arizona,La Paz County,30,60,668
CA,California,06,065,Riverside County,41,067,Or,Oregon,Washington County,30,50,741
CA,California,06,065,Riverside County,06,089,Ca,California,Shasta County,30,58,424
CA,California,06,065,Riverside County,41,039,Or,Oregon,Lane County,29,41,476
CA,California,06,065,Riverside County,08,031,Co,Colorado,Denver County,29,35,397
CA,California,06,065,Riverside County,49,011,Ut,Utah,Davis County,27,70,934
CA,California,06,065,Riverside County,41,029,Or,Oregon,Jackson County,27,49,409
CA,California,06,065,Riverside County,12,011,Fl,Florida,Broward County,27,66,1037
CA,California,06,065,Riverside County,08,059,Co,Colorado,Jefferson County,26,48,653
CA,California,06,065,Riverside County,06,023,Ca,California,Humboldt County,26,50,398
CA,California,06,065,Riverside County,06,039,Ca,California,Madera County,25,63,620
CA,California,06,065,Riverside County,53,035,Wa,Washington,Kitsap County,25,48,575
CA,California,06,065,Riverside County,51,059,Va,Virginia,Fairfax County,25,47,988
CA,California,06,065,Riverside County,12,099,Fl,Florida,Palm Beach County,25,48,605
CA,California,06,065,Riverside County,36,103,NY,New York,Suffolk County,25,39,596
CA,California,06,065,Riverside County,26,163,Mi,Michigan,Wayne County,24,39,528
CA,California,06,065,Riverside County,48,453,Tx,Texas,Travis County,24,48,543
CA,California,06,065,Riverside County,16,001,Id,Idaho,Ada County,24,36,491
CA,California,06,065,Riverside County,49,049,Ut,Utah,Utah County,24,67,460
CA,California,06,065,Riverside County,12,103,Fl,Florida,Pinellas County,23,41,236
CA,California,06,065,Riverside County,48,485,Tx,Texas,Wichita County,23,42,434
CA,California,06,065,Riverside County,24,033,Md,Maryland,Prince George's County,21,40,468
CA,California,06,065,Riverside County,17,019,Il,Illinois,Champaign County,21,41,541
CA,California,06,065,Riverside County,06,045,Ca,California,Mendocino County,21,47,363
CA,California,06,065,Riverside County,29,189,Mo,Missouri,St. Louis County,21,42,1230
CA,California,06,065,Riverside County,15,009,Hi,Hawaii,Maui County,21,38,465
CA,California,06,065,Riverside County,55,079,Wi,Wisconsin,Milwaukee County,20,38,468
CA,California,06,065,Riverside County,12,025,Fl,Florida,Dade,20,41,567
CA,California,06,065,Riverside County,53,011,Wa,Washington,Clark County,19,29,424
CA,California,06,065,Riverside County,51,710,Va,Virginia,Norfolk city,19,39,422
CA,California,06,065,Riverside County,40,143,Ok,Oklahoma,Tulsa County,19,39,377
CA,California,06,065,Riverside County,48,215,Tx,Texas,Hidalgo County,18,41,153
CA,California,06,065,Riverside County,06,109,Ca,California,Tuolumne County,18,37,626
CA,California,06,065,Riverside County,53,077,Wa,Washington,Yakima County,18,48,192
CA,California,06,065,Riverside County,06,035,Ca,California,Lassen County,17,33,485
CA,California,06,065,Riverside County,06,051,Ca,California,Mono County,17,24,348
CA,California,06,065,Riverside County,06,057,Ca,California,Nevada County,17,26,401
CA,California,06,065,Riverside County,25,017,Ma,Massachusetts,Middlesex County,17,26,652
CA,California,06,065,Riverside County,26,125,Mi,Michigan,Oakland County,17,28,685
CA,California,06,065,Riverside County,41,005,Or,Oregon,Clackamas County,17,36,408
